date,amzn,amzn_volume,amzn_change_pct
2020-08-31,172.55,"83,720,000",1.45%
2020-09-01,174.96,"69,530,000",1.40%
2020-09-02,176.57,"78,630,000",0.92%
2020-09-03,168.4,"163,220,000",-4.63%
2020-09-04,164.73,"175,640,000",-2.18%
2020-09-08,157.49,"121,880,000",-4.40%
2020-09-09,163.43,"103,770,000",3.77%
2020-09-10,158.76,"106,610,000",-2.86%
2020-09-11,155.81,"101,880,000",-1.86%
2020-09-14,155.15,"90,590,000",-0.42%
2020-09-15,157.81,"80,430,000",1.71%
2020-09-16,153.91,"90,620,000",-2.47%
2020-09-17,150.44,"128,980,000",-2.25%
2020-09-18,147.75,"177,850,000",-1.79%
2020-09-21,148.02,"122,360,000",0.18%
2020-09-22,156.45,"138,980,000",5.70%
2020-09-23,149.99,"113,050,000",-4.13%
2020-09-24,150.99,"110,590,000",0.67%
2020-09-25,154.76,"92,300,000",2.50%
2020-09-28,158.7,"84,480,000",2.55%
2020-09-29,157.24,"70,070,000",-0.92%
2020-09-30,157.44,"97,920,000",0.13%
2020-10-01,161.06,"99,440,000",2.30%
2020-10-02,156.25,"112,260,000",-2.99%
2020-10-05,159.96,"75,510,000",2.37%
2020-10-06,155,"101,740,000",-3.10%
2020-10-07,159.78,"86,190,000",3.08%
2020-10-08,159.53,"63,480,000",-0.16%
2020-10-09,164.33,"98,160,000",3.01%
2020-10-12,172.15,"167,280,000",4.76%
2020-10-13,172.18,"114,890,000",0.02%
2020-10-14,168.19,"116,580,000",-2.32%
2020-10-15,166.93,"104,470,000",-0.75%
2020-10-16,163.64,"129,490,000",-1.97%
2020-10-19,160.36,"104,470,000",-2.00%
2020-10-20,160.85,"90,190,000",0.31%
2020-10-21,159.25,"91,850,000",-0.99%
2020-10-22,158.82,"84,240,000",-0.27%
2020-10-23,160.22,"69,330,000",0.88%
2020-10-26,160.35,"118,020,000",0.08%
2020-10-27,164.32,"85,820,000",2.48%
2020-10-28,158.14,"111,770,000",-3.76%
2020-10-29,160.55,"131,930,000",1.52%
2020-10-30,151.81,"167,920,000",-5.44%
2020-11-02,150.22,"145,150,000",-1.05%
2020-11-03,152.42,"97,960,000",1.46%
2020-11-04,162.06,"136,780,000",6.32%
2020-11-05,166.1,"115,790,000",2.49%
2020-11-06,165.57,"92,950,000",-0.32%
2020-11-09,157.19,"143,810,000",-5.06%
2020-11-10,151.75,"131,820,000",-3.46%
2020-11-11,156.87,"87,340,000",3.37%
2020-11-12,155.51,"87,420,000",-0.87%
2020-11-13,156.44,"75,250,000",0.60%
2020-11-16,156.55,"76,170,000",0.07%
2020-11-17,156.78,"68,890,000",0.15%
2020-11-18,155.27,"58,340,000",-0.96%
2020-11-19,155.85,"60,210,000",0.37%
2020-11-20,154.97,"67,600,000",-0.56%
2020-11-23,154.92,"94,180,000",-0.03%
2020-11-24,155.9,"72,040,000",0.63%
2020-11-25,159.25,"75,810,000",2.15%
2020-11-27,159.77,"47,860,000",0.33%
2020-11-30,158.4,"81,280,000",-0.86%
2020-12-01,161,"90,890,000",1.64%
2020-12-02,160.18,"62,590,000",-0.51%
2020-12-03,159.34,"57,840,000",-0.52%
2020-12-04,158.13,"58,270,000",-0.76%
2020-12-07,157.9,"55,030,000",-0.15%
2020-12-08,158.86,"65,730,000",0.61%
2020-12-09,155.21,"82,020,000",-2.30%
2020-12-10,155.07,"60,600,000",-0.09%
2020-12-11,155.82,"61,290,000",0.48%
2020-12-14,157.85,"83,120,000",1.30%
2020-12-15,158.26,"66,470,000",0.26%
2020-12-16,162.05,"88,550,000",2.39%
2020-12-17,161.8,"69,490,000",-0.15%
2020-12-18,160.08,"119,910,000",-1.06%
2020-12-21,160.31,"76,740,000",0.14%
2020-12-22,160.33,"47,640,000",0.01%
2020-12-23,159.26,"41,880,000",-0.67%
2020-12-24,158.63,"29,040,000",-0.40%
2020-12-28,164.2,"113,740,000",3.51%
2020-12-29,166.1,"97,460,000",1.16%
2020-12-30,164.29,"64,190,000",-1.09%
2020-12-31,162.85,"59,140,000",-0.88%
2021-01-04,159.33,"88,230,000",-2.16%
2021-01-05,160.93,"53,110,000",1.00%
2021-01-06,156.92,"87,900,000",-2.49%
2021-01-07,158.11,"70,290,000",0.76%
2021-01-08,159.13,"70,750,000",0.65%
2021-01-11,155.71,"73,380,000",-2.15%
2021-01-12,156.04,"70,290,000",0.21%
2021-01-13,158.29,"66,420,000",1.44%
2021-01-14,156.37,"61,420,000",-1.21%
2021-01-15,155.21,"84,880,000",-0.74%
2021-01-19,156.04,"66,100,000",0.53%
2021-01-20,163.17,"106,200,000",4.57%
2021-01-21,165.35,"98,900,000",1.34%
2021-01-22,164.61,"56,440,000",-0.45%
2021-01-25,164.7,"75,000,000",0.05%
2021-01-26,166.31,"59,100,000",0.98%
2021-01-27,161.63,"93,200,000",-2.81%
2021-01-28,161.88,"62,980,000",0.15%
2021-01-29,160.31,"85,870,000",-0.97%
2021-02-01,167.14,"83,200,000",4.26%
2021-02-02,169,"141,970,000",1.11%
2021-02-03,165.63,"141,780,000",-1.99%
2021-02-04,166.55,"73,410,000",0.56%
2021-02-05,167.61,"72,420,000",0.64%
2021-02-08,166.15,"65,150,000",-0.87%
2021-02-09,165.25,"44,070,000",-0.54%
2021-02-10,164.33,"63,030,000",-0.56%
2021-02-11,163.11,"46,030,000",-0.74%
2021-02-12,163.89,"46,710,000",0.48%
2021-02-16,163.45,"51,490,000",-0.27%
2021-02-17,165.43,"66,040,000",1.21%
2021-02-18,166.41,"60,670,000",0.59%
2021-02-19,162.5,"86,100,000",-2.35%
2021-02-22,159.04,"70,310,000",-2.13%
2021-02-23,159.72,"93,540,000",0.43%
2021-02-24,157.98,"60,230,000",-1.09%
2021-02-25,152.86,"90,680,000",-3.24%
2021-02-26,154.65,"85,520,000",1.17%
2021-03-01,157.31,"54,680,000",1.72%
2021-03-02,154.73,"51,920,000",-1.64%
2021-03-03,150.25,"79,770,000",-2.90%
2021-03-04,148.88,"109,630,000",-0.91%
2021-03-05,150.02,"107,770,000",0.77%
2021-03-08,147.6,"83,700,000",-1.61%
2021-03-09,153.14,"80,600,000",3.75%
2021-03-10,152.88,"60,250,000",-0.17%
2021-03-11,155.68,"55,530,000",1.83%
2021-03-12,154.47,"48,440,000",-0.78%
2021-03-15,154.08,"58,370,000",-0.25%
2021-03-16,154.59,"50,780,000",0.33%
2021-03-17,156.79,"62,370,000",1.42%
2021-03-18,151.4,"73,140,000",-3.44%
2021-03-19,153.75,"92,510,000",1.55%
2021-03-22,155.54,"58,040,000",1.16%
2021-03-23,156.88,"76,350,000",0.86%
2021-03-24,154.35,"59,180,000",-1.61%
2021-03-25,152.31,"71,270,000",-1.32%
2021-03-26,152.6,"66,260,000",0.19%
2021-03-29,153.79,"54,920,000",0.78%
2021-03-30,152.76,"46,750,000",-0.67%
2021-03-31,154.7,"61,880,000",1.27%
2021-04-01,158.05,"58,810,000",2.17%
2021-04-05,161.34,"66,700,000",2.08%
2021-04-06,161.19,"50,760,000",-0.09%
2021-04-07,163.97,"66,920,000",1.72%
2021-04-08,164.97,"56,240,000",0.61%
2021-04-09,168.61,"86,830,000",2.21%
2021-04-12,168.97,"65,640,000",0.21%
2021-04-13,170,"66,320,000",0.61%
2021-04-14,166.65,"62,900,000",-1.97%
2021-04-15,168.95,"64,670,000",1.38%
2021-04-16,169.97,"63,720,000",0.60%
2021-04-19,168.6,"54,510,000",-0.81%
2021-04-20,166.73,"52,460,000",-1.11%
2021-04-21,168.1,"44,220,000",0.82%
2021-04-22,165.45,"51,610,000",-1.58%
2021-04-23,167.04,"63,930,000",0.96%
2021-04-26,170.45,"97,610,000",2.04%
2021-04-27,170.87,"76,540,000",0.25%
2021-04-28,172.93,"92,640,000",1.21%
2021-04-29,173.57,"153,650,000",0.37%
2021-04-30,173.37,"140,190,000",-0.12%
2021-05-03,169.32,"117,510,000",-2.34%
2021-05-04,165.59,"108,790,000",-2.20%
2021-05-05,163.53,"74,230,000",-1.24%
2021-05-06,165.32,"88,950,000",1.09%
2021-05-07,164.58,"94,210,000",-0.45%
2021-05-10,159.52,"116,770,000",-3.07%
2021-05-11,161.2,"92,400,000",1.05%
2021-05-12,157.6,"98,730,000",-2.23%
2021-05-13,158.07,"67,140,000",0.30%
2021-05-14,161.15,"66,500,000",1.95%
2021-05-17,163.52,"74,480,000",1.47%
2021-05-18,161.61,"56,570,000",-1.17%
2021-05-19,161.59,"53,590,000",-0.01%
2021-05-20,162.38,"52,660,000",0.49%
2021-05-21,160.15,"82,100,000",-1.37%
2021-05-24,162.25,"48,460,000",1.31%
2021-05-25,162.95,"65,220,000",0.43%
2021-05-26,163.26,"47,680,000",0.19%
2021-05-27,161.51,"51,220,000",-1.07%
2021-05-28,161.15,"46,630,000",-0.22%
2021-06-01,160.93,"48,600,000",-0.14%
2021-06-02,161.7,"40,290,000",0.48%
2021-06-03,159.35,"47,970,000",-1.45%
2021-06-04,160.31,"44,990,000",0.60%
2021-06-07,159.9,"44,320,000",-0.26%
2021-06-08,163.21,"68,330,000",2.07%
2021-06-09,164.06,"49,110,000",0.52%
2021-06-10,167.48,"69,530,000",2.08%
2021-06-11,167.34,"56,350,000",-0.08%
2021-06-14,169.19,"51,390,000",1.11%
2021-06-15,169.16,"48,520,000",-0.02%
2021-06-16,170.76,"84,060,000",0.95%
2021-06-17,174.46,"102,730,000",2.17%
2021-06-18,174.34,"104,950,000",-0.07%
2021-06-21,172.7,"65,540,000",-0.94%
2021-06-22,175.27,"66,900,000",1.49%
2021-06-23,175.19,"56,270,000",-0.05%
2021-06-24,172.45,"76,640,000",-1.56%
2021-06-25,170.07,"78,820,000",-1.38%
2021-06-28,172.19,"44,860,000",1.25%
2021-06-29,172.41,"41,970,000",0.13%
2021-06-30,172.01,"48,080,000",-0.23%
2021-07-01,171.65,"40,740,000",-0.21%
2021-07-02,175.55,"63,530,000",2.27%
2021-07-06,183.79,"134,900,000",4.69%
2021-07-07,184.83,"106,560,000",0.57%
2021-07-08,186.57,"103,610,000",0.94%
2021-07-09,185.97,"74,960,000",-0.32%
2021-07-12,185.93,"51,430,000",-0.02%
2021-07-13,183.87,"76,920,000",-1.11%
2021-07-14,184.08,"65,930,000",0.11%
2021-07-15,181.56,"63,710,000",-1.37%
2021-07-16,178.68,"80,870,000",-1.59%
2021-07-19,177.48,"75,690,000",-0.67%
2021-07-20,178.66,"65,110,000",0.66%
2021-07-21,179.26,"46,380,000",0.34%
2021-07-22,181.9,"65,310,000",1.47%
2021-07-23,182.83,"48,730,000",0.51%
2021-07-26,184.99,"58,000,000",1.18%
2021-07-27,181.32,"82,640,000",-1.98%
2021-07-28,181.52,"59,990,000",0.11%
2021-07-29,180,"110,400,000",-0.84%
2021-07-30,166.38,"199,310,000",-7.57%
2021-08-02,166.57,"67,080,000",0.11%
2021-08-03,168.31,"83,150,000",1.04%
2021-08-04,167.74,"43,680,000",-0.34%
2021-08-05,168.8,"48,670,000",0.63%
2021-08-06,167.25,"52,750,000",-0.92%
2021-08-09,167.09,"42,960,000",-0.10%
2021-08-10,166.03,"48,250,000",-0.63%
2021-08-11,164.61,"58,940,000",-0.86%
2021-08-12,165.18,"46,480,000",0.35%
2021-08-13,164.7,"41,130,000",-0.29%
2021-08-16,164.95,"66,570,000",0.15%
2021-08-17,162.1,"67,760,000",-1.73%
2021-08-18,160.06,"56,090,000",-1.26%
2021-08-19,159.39,"75,660,000",-0.42%
2021-08-20,160,"67,170,000",0.38%
2021-08-23,163.29,"65,360,000",2.06%
2021-08-24,165.29,"51,040,000",1.22%
2021-08-25,164.96,"33,610,000",-0.20%
2021-08-26,165.8,"41,980,000",0.51%
2021-08-27,167.48,"48,050,000",1.01%
2021-08-30,171.08,"63,840,000",2.15%
2021-08-31,173.54,"87,130,000",1.44%
2021-09-01,173.95,"72,600,000",0.24%
2021-09-02,173.16,"58,510,000",-0.45%
2021-09-03,173.9,"51,570,000",0.43%
2021-09-07,175.46,"54,820,000",0.90%
2021-09-08,176.28,"61,070,000",0.47%
2021-09-09,174.21,"54,380,000",-1.17%
2021-09-10,173.46,"47,950,000",-0.43%
2021-09-13,172.86,"51,380,000",-0.35%
2021-09-14,172.5,"38,740,000",-0.21%
2021-09-15,173.79,"59,150,000",0.75%
2021-09-16,174.41,"51,670,000",0.36%
2021-09-17,173.13,"92,330,000",-0.73%
2021-09-20,167.79,"93,380,000",-3.08%
2021-09-21,167.18,"55,620,000",-0.36%
2021-09-22,169,"48,230,000",1.09%
2021-09-23,170.8,"47,590,000",1.07%
2021-09-24,171.28,"42,320,000",0.28%
2021-09-27,170.29,"72,690,000",-0.58%
2021-09-28,165.8,"88,620,000",-2.64%
2021-09-29,165.06,"51,250,000",-0.45%
2021-09-30,164.25,"56,940,000",-0.49%
2021-10-01,164.16,"56,710,000",-0.05%
2021-10-04,159.49,"90,460,000",-2.84%
2021-10-05,161.05,"65,380,000",0.98%
2021-10-06,163.1,"50,660,000",1.27%
2021-10-07,165.12,"48,180,000",1.24%
2021-10-08,164.43,"39,960,000",-0.42%
2021-10-11,162.31,"40,680,000",-1.29%
2021-10-12,162.37,"36,390,000",0.04%
2021-10-13,164.21,"48,500,000",1.13%
2021-10-14,164.99,"42,240,000",0.48%
2021-10-15,170.45,"103,600,000",3.31%
2021-10-18,172.34,"63,480,000",1.11%
2021-10-19,172.21,"47,720,000",-0.08%
2021-10-20,170.75,"42,800,000",-0.85%
2021-10-21,171.75,"37,630,000",0.59%
2021-10-22,166.78,"62,780,000",-2.89%
2021-10-25,166.02,"44,520,000",-0.46%
2021-10-26,168.8,"53,970,000",1.67%
2021-10-27,169.62,"54,040,000",0.49%
2021-10-28,172.33,"114,170,000",1.60%
2021-10-29,168.62,"129,720,000",-2.15%
2021-11-01,165.91,"72,180,000",-1.61%
2021-11-02,165.64,"52,550,000",-0.16%
2021-11-03,169.2,"67,940,000",2.15%
2021-11-04,173.85,"107,060,000",2.75%
2021-11-05,175.95,"99,940,000",1.21%
2021-11-08,174.45,"61,480,000",-0.85%
2021-11-09,178.81,"85,900,000",2.50%
2021-11-10,174.1,"80,550,000",-2.63%
2021-11-11,173.62,"45,290,000",-0.28%
2021-11-12,176.26,"53,790,000",1.52%
2021-11-15,177.28,"58,590,000",0.58%
2021-11-16,177.03,"44,340,000",-0.14%
2021-11-17,177.45,"51,210,000",0.24%
2021-11-18,184.8,"114,070,000",4.14%
2021-11-19,183.83,"98,920,000",-0.52%
2021-11-22,178.63,"96,960,000",-2.83%
2021-11-23,179,"73,840,000",0.21%
2021-11-24,179.02,"46,560,000",0.01%
2021-11-26,175.23,"59,830,000",-2.12%
2021-11-29,178.08,"65,310,000",1.63%
2021-11-30,175.35,"80,020,000",-1.53%
2021-12-01,172.19,"75,140,000",-1.80%
2021-12-02,171.87,"64,730,000",-0.19%
2021-12-03,169.49,"80,710,000",-1.38%
2021-12-06,171.37,"68,860,000",1.11%
2021-12-07,176.16,"66,410,000",2.80%
2021-12-08,176.16,"45,250,000",0.00%
2021-12-09,174.17,"46,060,000",-1.13%
2021-12-10,172.21,"60,690,000",-1.13%
2021-12-13,169.57,"62,170,000",-1.53%
2021-12-14,169.09,"55,980,000",-0.28%
2021-12-15,173.31,"75,790,000",2.50%
2021-12-16,168.87,"60,880,000",-2.56%
2021-12-17,170.02,"85,760,000",0.68%
2021-12-20,167.08,"57,370,000",-1.73%
2021-12-21,170.42,"55,960,000",2.00%
2021-12-22,171.04,"55,040,000",0.36%
2021-12-23,171.07,"36,790,000",0.02%
2021-12-27,169.67,"58,850,000",-0.82%
2021-12-28,170.66,"54,710,000",0.58%
2021-12-29,169.2,"35,750,000",-0.86%
2021-12-30,168.64,"37,580,000",-0.33%
2021-12-31,166.72,"47,830,000",-1.14%
2022-01-03,170.4,"63,870,000",2.21%
2022-01-04,167.52,"70,730,000",-1.69%
2022-01-05,164.36,"64,300,000",-1.89%
2022-01-06,163.25,"51,960,000",-0.68%
2022-01-07,162.55,"46,610,000",-0.43%
2022-01-10,161.49,"87,800,000",-0.65%
2022-01-11,165.36,"62,810,000",2.40%
2022-01-12,165.21,"50,030,000",-0.09%
2022-01-13,161.21,"52,190,000",-2.42%
2022-01-14,162.14,"45,970,000",0.58%
2022-01-18,158.92,"67,440,000",-1.99%
2022-01-19,156.3,"53,240,000",-1.65%
2022-01-20,151.67,"71,970,000",-2.96%
2022-01-21,142.64,"163,970,000",-5.95%
2022-01-24,144.54,"156,040,000",1.33%
2022-01-25,139.99,"90,820,000",-3.15%
2022-01-26,138.87,"95,600,000",-0.80%
2022-01-27,139.64,"77,520,000",0.55%
2022-01-28,143.98,"74,390,000",3.11%
2022-01-31,149.57,"78,310,000",3.88%
2022-02-01,151.19,"59,220,000",1.08%
2022-02-02,150.61,"87,330,000",-0.38%
2022-02-03,138.85,"225,530,000",-7.81%
2022-02-04,157.64,"253,460,000",13.53%
2022-02-07,157.94,"102,620,000",0.19%
2022-02-08,161.41,"76,040,000",2.20%
2022-02-09,161.19,"68,790,000",-0.14%
2022-02-10,159,"68,270,000",-1.36%
2022-02-11,153.29,"77,100,000",-3.59%
2022-02-14,155.17,"83,230,000",1.23%
2022-02-15,156.51,"56,970,000",0.86%
2022-02-16,158.1,"52,700,000",1.02%
2022-02-17,154.65,"64,030,000",-2.18%
2022-02-18,152.6,"63,600,000",-1.33%
2022-02-22,150.2,"66,130,000",-1.57%
2022-02-23,144.83,"64,240,000",-3.58%
2022-02-24,151.36,"100,790,000",4.51%
2022-02-25,153.79,"62,400,000",1.61%
2022-02-28,153.56,"57,680,000",-0.15%
2022-03-01,151.14,"44,870,000",-1.58%
2022-03-02,152.05,"47,330,000",0.60%
2022-03-03,147.9,"65,200,000",-2.73%
2022-03-04,145.64,"60,980,000",-1.53%
2022-03-07,137.45,"86,930,000",-5.62%
2022-03-08,136.01,"91,660,000",-1.05%
2022-03-09,139.28,"82,660,000",2.40%
2022-03-10,146.82,"135,060,000",5.41%
2022-03-11,145.52,"68,900,000",-0.88%
2022-03-14,141.85,"74,090,000",-2.52%
2022-03-15,147.37,"75,580,000",3.89%
2022-03-16,153.1,"84,960,000",3.89%
2022-03-17,157.24,"72,930,000",2.70%
2022-03-18,161.25,"102,960,000",2.55%
2022-03-21,161.49,"66,540,000",0.15%
2022-03-22,164.89,"64,090,000",2.10%
2022-03-23,163.41,"55,810,000",-0.90%
2022-03-24,163.65,"56,800,000",0.15%
2022-03-25,164.77,"49,090,000",0.69%
2022-03-28,168.99,"59,850,000",2.56%
2022-03-29,169.32,"66,150,000",0.19%
2022-03-30,166.3,"56,170,000",-1.78%
2022-03-31,163,"59,970,000",-1.99%
2022-04-01,163.56,"57,090,000",0.35%
2022-04-04,168.35,"50,010,000",2.93%
2022-04-05,164.05,"53,730,000",-2.55%
2022-04-06,158.76,"79,060,000",-3.23%
2022-04-07,157.78,"68,140,000",-0.61%
2022-04-08,154.46,"46,000,000",-2.11%
2022-04-11,151.12,"52,110,000",-2.16%
2022-04-12,150.79,"55,180,000",-0.22%
2022-04-13,155.54,"53,390,000",3.15%
2022-04-14,151.71,"51,600,000",-2.47%
2022-04-18,152.79,"46,510,000",0.71%
2022-04-19,158.12,"54,930,000",3.49%
2022-04-20,154,"59,630,000",-2.60%
2022-04-21,148.3,"63,970,000",-3.70%
2022-04-22,144.35,"73,080,000",-2.66%
2022-04-25,146.07,"61,880,000",1.19%
2022-04-26,139.39,"77,530,000",-4.58%
2022-04-27,138.17,"71,340,000",-0.88%
2022-04-28,144.6,"117,320,000",4.65%
2022-04-29,124.28,"272,660,000",-14.05%
2022-05-02,124.5,"148,790,000",0.18%
2022-05-03,124.25,"79,130,000",-0.20%
2022-05-04,125.93,"110,750,000",1.35%
2022-05-05,116.41,"144,390,000",-7.56%
2022-05-06,114.77,"124,260,000",-1.40%
2022-05-09,108.79,"128,120,000",-5.21%
2022-05-10,108.86,"105,430,000",0.06%
2022-05-11,105.37,"109,700,000",-3.20%
2022-05-12,106.93,"132,030,000",1.48%
2022-05-13,113.06,"93,680,000",5.73%
2022-05-16,110.81,"74,570,000",-1.99%
2022-05-17,115.37,"76,450,000",4.11%
2022-05-18,107.11,"108,380,000",-7.16%
2022-05-19,107.32,"88,140,000",0.19%
2022-05-20,107.59,"99,500,000",0.25%
2022-05-23,107.56,"107,800,000",-0.03%
2022-05-24,104.1,"102,930,000",-3.21%
2022-05-25,106.78,"93,120,000",2.57%
2022-05-26,111.08,"93,000,000",4.03%
2022-05-27,115.15,"93,660,000",3.66%
2022-05-31,120.21,"144,630,000",4.40%
2022-06-01,121.68,"127,530,000",1.23%
2022-06-02,125.51,"100,560,000",3.15%
2022-06-03,122.35,"97,600,000",-2.52%
2022-06-06,124.79,"135,270,000",1.99%
2022-06-07,123,"85,160,000",-1.43%
2022-06-08,121.18,"64,930,000",-1.48%
2022-06-09,116.15,"67,030,000",-4.15%
2022-06-10,109.65,"87,410,000",-5.60%
2022-06-13,103.67,"99,280,000",-5.45%
2022-06-14,102.31,"69,730,000",-1.31%
2022-06-15,107.67,"85,010,000",5.24%
2022-06-16,103.66,"82,190,000",-3.72%
2022-06-17,106.22,"99,770,000",2.47%
2022-06-21,108.68,"70,900,000",2.32%
2022-06-22,108.95,"60,040,000",0.25%
2022-06-23,112.44,"64,350,000",3.20%
2022-06-24,116.46,"69,870,000",3.58%
2022-06-27,113.22,"62,130,000",-2.78%
2022-06-28,107.4,"75,170,000",-5.14%
2022-06-29,108.92,"66,380,000",1.42%
2022-06-30,106.21,"97,680,000",-2.49%
2022-07-01,109.56,"73,020,000",3.15%
2022-07-05,113.5,"76,680,000",3.60%
2022-07-06,114.33,"66,960,000",0.73%
2022-07-07,116.33,"57,870,000",1.75%
2022-07-08,115.54,"45,720,000",-0.68%
2022-07-11,111.75,"53,540,000",-3.28%
2022-07-12,109.22,"54,280,000",-2.26%
2022-07-13,110.4,"61,350,000",1.08%
2022-07-14,110.63,"51,160,000",0.21%
2022-07-15,113.55,"84,320,000",2.64%
2022-07-18,113.76,"59,120,000",0.18%
2022-07-19,118.21,"60,990,000",3.91%
2022-07-20,122.77,"71,270,000",3.86%
2022-07-21,124.63,"60,240,000",1.52%
2022-07-22,122.42,"51,460,000",-1.77%
2022-07-25,121.14,"50,220,000",-1.05%
2022-07-26,114.81,"67,080,000",-5.23%
2022-07-27,120.97,"61,580,000",5.37%
2022-07-28,122.28,"82,250,000",1.08%
2022-07-29,134.95,"148,890,000",10.36%
2022-08-01,135.39,"76,850,000",0.33%
2022-08-02,134.16,"61,920,000",-0.91%
2022-08-03,139.52,"71,830,000",4.00%
2022-08-04,142.57,"70,590,000",2.19%
2022-08-05,140.8,"50,690,000",-1.24%
2022-08-08,139.41,"52,300,000",-0.99%
2022-08-09,137.83,"40,430,000",-1.13%
2022-08-10,142.69,"54,770,000",3.53%
2022-08-11,140.64,"44,870,000",-1.44%
2022-08-12,143.55,"47,640,000",2.07%
2022-08-15,143.18,"39,010,000",-0.26%
2022-08-16,144.78,"59,100,000",1.12%
2022-08-17,142.1,"48,150,000",-1.85%
2022-08-18,142.3,"37,460,000",0.14%
2022-08-19,138.23,"47,790,000",-2.86%
2022-08-22,133.22,"50,460,000",-3.62%
2022-08-23,133.62,"36,250,000",0.30%
2022-08-24,133.8,"38,630,000",0.13%
2022-08-25,137.28,"37,500,000",2.60%
2022-08-26,130.75,"53,320,000",-4.76%
2022-08-29,129.79,"48,100,000",-0.73%
2022-08-30,128.73,"49,200,000",-0.82%
2022-08-31,126.77,"53,650,000",-1.52%
2022-09-01,127.82,"56,640,000",0.83%
2022-09-02,127.51,"57,430,000",-0.24%
2022-09-06,126.11,"43,890,000",-1.10%
2022-09-07,129.48,"47,830,000",2.67%
2022-09-08,129.82,"43,990,000",0.26%
2022-09-09,133.27,"49,420,000",2.66%
2022-09-12,136.45,"53,830,000",2.39%
2022-09-13,126.82,"72,690,000",-7.06%
2022-09-14,128.55,"45,320,000",1.36%
2022-09-15,126.28,"52,890,000",-1.77%
2022-09-16,123.53,"115,670,000",-2.18%
2022-09-19,124.66,"47,280,000",0.91%
2022-09-20,122.19,"47,700,000",-1.98%
2022-09-21,118.54,"58,500,000",-2.99%
2022-09-22,117.31,"55,230,000",-1.04%
2022-09-23,113.78,"65,130,000",-3.01%
2022-09-26,115.15,"62,720,000",1.20%
2022-09-27,114.41,"60,090,000",-0.64%
2022-09-28,118.01,"55,760,000",3.15%
2022-09-29,114.8,"58,970,000",-2.72%
2022-09-30,113,"59,480,000",-1.57%
2022-10-03,115.88,"50,940,000",2.55%
2022-10-04,121.09,"62,810,000",4.50%
2022-10-05,120.95,"48,220,000",-0.12%
2022-10-06,120.3,"42,250,000",-0.54%
2022-10-07,114.56,"54,680,000",-4.77%
2022-10-10,113.67,"42,340,000",-0.78%
2022-10-11,112.21,"56,430,000",-1.28%
2022-10-12,112.9,"45,730,000",0.61%
2022-10-13,112.53,"86,870,000",-0.33%
2022-10-14,106.9,"67,740,000",-5.00%
2022-10-17,113.79,"62,780,000",6.45%
2022-10-18,116.36,"65,610,000",2.26%
2022-10-19,115.07,"47,200,000",-1.11%
2022-10-20,115.25,"48,800,000",0.16%
2022-10-21,119.32,"55,660,000",3.53%
2022-10-24,119.82,"49,530,000",0.42%
2022-10-25,120.6,"50,930,000",0.65%
2022-10-26,115.66,"69,000,000",-4.10%
2022-10-27,110.96,"129,610,000",-4.06%
2022-10-28,103.41,"223,130,000",-6.80%
2022-10-31,102.44,"99,250,000",-0.94%
2022-11-01,96.79,"153,370,000",-5.52%
2022-11-02,92.12,"135,760,000",-4.82%
2022-11-03,89.3,"136,680,000",-3.06%
2022-11-04,90.98,"129,100,000",1.88%
2022-11-07,90.53,"77,500,000",-0.49%
2022-11-08,89.98,"88,700,000",-0.61%
2022-11-09,86.14,"90,800,000",-4.27%
2022-11-10,96.63,"173,410,000",12.18%
2022-11-11,100.79,"111,590,000",4.31%
2022-11-14,98.49,"99,530,000",-2.28%
2022-11-15,98.94,"111,340,000",0.46%
2022-11-16,97.12,"87,960,000",-1.84%
2022-11-17,94.85,"82,620,000",-2.34%
2022-11-18,94.14,"72,430,000",-0.75%
2022-11-21,92.46,"84,330,000",-1.78%
2022-11-22,93.2,"62,190,000",0.80%
2022-11-23,94.13,"59,410,000",1.00%
2022-11-25,93.41,"35,090,000",-0.76%
2022-11-28,93.95,"75,060,000",0.58%
2022-11-29,92.42,"65,570,000",-1.63%
2022-11-30,96.54,"102,810,000",4.46%
2022-12-01,95.5,"68,490,000",-1.08%
2022-12-02,94.13,"72,500,000",-1.43%
2022-12-05,91.01,"71,540,000",-3.31%
2022-12-06,88.25,"75,500,000",-3.03%
2022-12-07,88.46,"68,090,000",0.24%
2022-12-08,90.35,"73,310,000",2.14%
2022-12-09,89.09,"67,400,000",-1.39%
2022-12-12,90.55,"62,000,000",1.64%
2022-12-13,92.49,"100,210,000",2.14%
2022-12-14,91.58,"70,300,000",-0.98%
2022-12-15,88.45,"84,800,000",-3.42%
2022-12-16,87.86,"146,140,000",-0.67%
2022-12-19,84.92,"83,530,000",-3.35%
2022-12-20,85.19,"74,350,000",0.32%
2022-12-21,86.77,"59,270,000",1.85%
2022-12-22,83.79,"81,430,000",-3.43%
2022-12-23,85.25,"57,430,000",1.74%
2022-12-27,83.04,"57,280,000",-2.59%
2022-12-28,81.82,"58,230,000",-1.47%
2022-12-29,84.18,"55,000,000",2.88%
2022-12-30,84,"62,400,000",-0.21%
2023-01-03,85.82,"76,710,000",2.17%
2023-01-04,85.14,"68,890,000",-0.79%
2023-01-05,83.12,"67,930,000",-2.37%
2023-01-06,86.08,"83,300,000",3.56%
2023-01-09,87.36,"65,270,000",1.49%
2023-01-10,89.87,"67,760,000",2.87%
