date,ixic,ixic_volume,ixic_change_pct
2020-03-12,"7,201.80","1,340,000,000",-9.43%
2020-03-13,"7,874.88","1,250,000,000",9.35%
2020-03-16,"6,904.59","1,270,000,000",-12.32%
2020-03-17,"7,334.78","1,290,000,000",6.23%
2020-03-18,"6,989.84","1,260,000,000",-4.70%
2020-03-19,"7,150.58","1,190,000,000",2.30%
2020-03-20,"6,879.52","1,640,000,000",-3.79%
2020-03-23,"6,860.67","1,080,000,000",-0.27%
2020-03-24,"7,417.86","1,150,000,000",8.12%
2020-03-25,"7,384.30","1,190,000,000",-0.45%
2020-03-26,"7,797.54","1,010,000,000",5.60%
2020-03-27,"7,502.38","1,000,000,000",-3.79%
2020-03-30,"7,774.15","926,450,000",3.62%
2020-03-31,"7,700.10","1,100,000,000",-0.95%
2020-04-01,"7,360.58","914,110,000",-4.41%
2020-04-02,"7,487.31","912,990,000",1.72%
2020-04-03,"7,373.08","836,100,000",-1.53%
2020-04-06,"7,913.24","980,150,000",7.33%
2020-04-07,"7,887.26","1,000,000,000",-0.33%
2020-04-08,"8,090.90","838,250,000",2.58%
2020-04-09,"8,153.57","925,800,000",0.77%
2020-04-13,"8,192.42","761,870,000",0.48%
2020-04-14,"8,515.74","849,820,000",3.95%
2020-04-15,"8,393.18","794,060,000",-1.44%
2020-04-16,"8,532.36","919,560,000",1.66%
2020-04-17,"8,650.14","1,060,000,000",1.38%
2020-04-20,"8,560.73","876,310,000",-1.03%
2020-04-21,"8,263.23","881,560,000",-3.48%
2020-04-22,"8,495.38","733,430,000",2.81%
2020-04-23,"8,494.75","854,520,000",-0.01%
2020-04-24,"8,634.52","797,880,000",1.65%
2020-04-27,"8,730.16","807,920,000",1.11%
2020-04-28,"8,607.73","846,780,000",-1.40%
2020-04-29,"8,914.71","1,030,000,000",3.57%
2020-04-30,"8,889.55","1,130,000,000",-0.28%
2020-05-01,"8,604.95","868,790,000",-3.20%
2020-05-04,"8,710.72","806,280,000",1.23%
2020-05-05,"8,809.12","834,180,000",1.13%
2020-05-06,"8,854.39","782,810,000",0.51%
2020-05-07,"8,979.66","831,290,000",1.41%
2020-05-08,"9,121.32","824,610,000",1.58%
2020-05-11,"9,192.34","878,430,000",0.78%
2020-05-12,"9,002.55","922,430,000",-2.06%
2020-05-13,"8,863.17","952,960,000",-1.55%
2020-05-14,"8,943.72","883,250,000",0.91%
2020-05-15,"9,014.56","1,030,000,000",0.79%
2020-05-18,"9,234.83","968,790,000",2.44%
2020-05-19,"9,185.10","869,450,000",-0.54%
2020-05-20,"9,375.78","938,190,000",2.08%
2020-05-21,"9,284.88","785,340,000",-0.97%
2020-05-22,"9,324.59","746,030,000",0.43%
2020-05-26,"9,340.22","967,900,000",0.17%
2020-05-27,"9,412.36","951,520,000",0.77%
2020-05-28,"9,368.99","877,390,000",-0.46%
2020-05-29,"9,489.87","1,450,000,000",1.29%
2020-06-01,"9,552.05","878,990,000",0.66%
2020-06-02,"9,608.38","908,580,000",0.59%
2020-06-03,"9,682.91","1,010,000,000",0.78%
2020-06-04,"9,615.81","1,290,000,000",-0.69%
2020-06-05,"9,814.08","1,440,000,000",2.06%
2020-06-08,"9,924.75","1,340,000,000",1.13%
2020-06-09,"9,953.75","1,120,000,000",0.29%
2020-06-10,"10,020.35","1,110,000,000",0.67%
2020-06-11,"9,492.73","1,250,000,000",-5.27%
2020-06-12,"9,588.81","1,040,000,000",1.01%
2020-06-15,"9,726.02","1,080,000,000",1.43%
2020-06-16,"9,895.87","1,090,000,000",1.75%
2020-06-17,"9,910.53","1,010,000,000",0.15%
2020-06-18,"9,943.05","1,030,000,000",0.33%
2020-06-19,"9,946.12","2,390,000,000",0.03%
2020-06-22,"10,056.48","1,060,000,000",1.11%
2020-06-23,"10,131.37","1,180,000,000",0.74%
2020-06-24,"9,909.17","1,260,000,000",-2.19%
2020-06-25,"10,017.00","1,060,000,000",1.09%
2020-06-26,"9,757.22","2,670,000,000",-2.59%
2020-06-29,"9,874.15","977,010,000",1.20%
2020-06-30,"10,058.76","1,100,000,000",1.87%
2020-07-01,"10,154.63","972,050,000",0.95%
2020-07-02,"10,207.63","887,000,000",0.52%
2020-07-06,"10,433.65","1,040,000,000",2.21%
2020-07-07,"10,343.89","946,990,000",-0.86%
2020-07-08,"10,492.50","901,930,000",1.44%
2020-07-09,"10,547.75","901,210,000",0.53%
2020-07-10,"10,617.44","781,920,000",0.66%
2020-07-13,"10,390.84","1,080,000,000",-2.13%
2020-07-14,"10,488.58","974,170,000",0.94%
2020-07-15,"10,550.49","1,040,000,000",0.59%
2020-07-16,"10,473.83","873,490,000",-0.73%
2020-07-17,"10,503.19","951,840,000",0.28%
2020-07-20,"10,767.09","937,330,000",2.51%
2020-07-21,"10,680.36","1,060,000,000",-0.81%
2020-07-22,"10,706.13","841,400,000",0.24%
2020-07-23,"10,461.42","990,590,000",-2.29%
2020-07-24,"10,363.18","909,490,000",-0.94%
2020-07-27,"10,536.27","912,980,000",1.67%
2020-07-28,"10,402.09","811,000,000",-1.27%
2020-07-29,"10,542.94","878,490,000",1.35%
2020-07-30,"10,587.81","897,260,000",0.43%
2020-07-31,"10,745.27","1,090,000,000",1.49%
2020-08-03,"10,902.80","904,390,000",1.47%
2020-08-04,"10,941.17","886,040,000",0.35%
2020-08-05,"10,998.40","887,010,000",0.52%
2020-08-06,"11,108.07","876,410,000",1.00%
2020-08-07,"11,010.98","891,080,000",-0.87%
2020-08-10,"10,968.36","894,840,000",-0.39%
2020-08-11,"10,782.82","969,230,000",-1.69%
2020-08-12,"11,012.24","811,570,000",2.13%
2020-08-13,"11,042.50","750,920,000",0.27%
2020-08-14,"11,019.30","729,020,000",-0.21%
2020-08-17,"11,129.73","741,240,000",1.00%
2020-08-18,"11,210.84","736,480,000",0.73%
2020-08-19,"11,146.46","752,240,000",-0.57%
2020-08-20,"11,264.95","830,320,000",1.06%
2020-08-21,"11,311.80","879,960,000",0.42%
2020-08-24,"11,379.72","837,050,000",0.60%
2020-08-25,"11,466.47","719,870,000",0.76%
2020-08-26,"11,665.06","738,610,000",1.73%
2020-08-27,"11,625.34","773,520,000",-0.34%
2020-08-28,"11,695.63","694,250,000",0.60%
2020-08-31,"11,775.46","940,530,000",0.68%
2020-09-01,"11,939.67","812,610,000",1.39%
2020-09-02,"12,056.44","903,540,000",0.98%
2020-09-03,"11,458.10","1,050,000,000",-4.96%
2020-09-04,"11,313.13","1,020,000,000",-1.27%
2020-09-08,"10,847.69","984,130,000",-4.11%
2020-09-09,"11,141.56","861,840,000",2.71%
2020-09-10,"10,919.59","898,020,000",-1.99%
2020-09-11,"10,853.55","817,030,000",-0.60%
2020-09-14,"11,056.65","882,030,000",1.87%
2020-09-15,"11,190.32","828,010,000",1.21%
2020-09-16,"11,050.47","923,760,000",-1.25%
2020-09-17,"10,910.28","936,990,000",-1.27%
2020-09-18,"10,793.28","2,410,000,000",-1.07%
2020-09-21,"10,778.94","1,020,000,000",-0.13%
2020-09-22,"10,963.77","845,800,000",1.71%
2020-09-23,"10,633.15","962,400,000",-3.02%
2020-09-24,"10,672.43","923,440,000",0.37%
2020-09-25,"10,913.73","820,010,000",2.26%
2020-09-28,"11,117.70","840,420,000",1.87%
2020-09-29,"11,085.42","763,320,000",-0.29%
2020-09-30,"11,167.68","1,020,000,000",0.74%
2020-10-01,"11,326.61","843,820,000",1.42%
2020-10-02,"11,075.11","810,860,000",-2.22%
2020-10-05,"11,332.58","781,320,000",2.32%
2020-10-06,"11,154.70","936,320,000",-1.57%
2020-10-07,"11,364.70","834,930,000",1.88%
2020-10-08,"11,421.08","715,150,000",0.50%
2020-10-09,"11,580.05","729,770,000",1.39%
2020-10-12,"11,876.36","830,650,000",2.56%
2020-10-13,"11,864.00","729,330,000",-0.10%
2020-10-14,"11,768.83","697,010,000",-0.80%
2020-10-15,"11,713.97","661,410,000",-0.47%
2020-10-16,"11,671.66","741,760,000",-0.36%
2020-10-19,"11,478.98","755,000,000",-1.65%
2020-10-20,"11,516.49","714,590,000",0.33%
2020-10-21,"11,484.69","753,850,000",-0.28%
2020-10-22,"11,506.01","750,160,000",0.19%
2020-10-23,"11,548.28","657,560,000",0.37%
2020-10-26,"11,358.94","690,960,000",-1.64%
2020-10-27,"11,431.35","676,350,000",0.64%
2020-10-28,"11,004.87","856,550,000",-3.73%
2020-10-29,"11,185.59","733,270,000",1.64%
2020-10-30,"10,911.59","873,940,000",-2.45%
2020-11-02,"10,957.61","715,790,000",0.42%
2020-11-03,"11,160.57","710,540,000",1.85%
2020-11-04,"11,590.78","852,150,000",3.85%
2020-11-05,"11,890.93","828,680,000",2.59%
2020-11-06,"11,895.23","893,720,000",0.04%
2020-11-09,"11,713.78","1,410,000,000",-1.53%
2020-11-10,"11,553.86","1,030,000,000",-1.37%
2020-11-11,"11,786.43","819,260,000",2.01%
2020-11-12,"11,709.59","829,440,000",-0.65%
2020-11-13,"11,829.29","787,300,000",1.02%
2020-11-16,"11,924.13","935,400,000",0.80%
2020-11-17,"11,899.34","849,410,000",-0.21%
2020-11-18,"11,801.60","963,950,000",-0.82%
2020-11-19,"11,904.71","1,080,000,000",0.87%
2020-11-20,"11,854.97","1,120,000,000",-0.42%
2020-11-23,"11,880.63","1,050,000,000",0.22%
2020-11-24,"12,037.33","1,270,000,000",1.32%
2020-11-25,"12,094.40","899,550,000",0.47%
2020-11-27,"12,205.85","655,990,000",0.92%
2020-11-30,"12,198.74","1,760,000,000",-0.06%
2020-12-01,"12,355.11","1,280,000,000",1.28%
2020-12-02,"12,349.37","985,810,000",-0.05%
2020-12-03,"12,377.18","928,310,000",0.23%
2020-12-04,"12,464.23","1,000,000,000",0.70%
2020-12-07,"12,519.95","931,780,000",0.45%
2020-12-08,"12,582.77","973,770,000",0.50%
2020-12-09,"12,338.95","1,070,000,000",-1.94%
2020-12-10,"12,405.81","893,260,000",0.54%
2020-12-11,"12,377.87","876,140,000",-0.23%
2020-12-14,"12,440.04","983,310,000",0.50%
2020-12-15,"12,595.06","915,620,000",1.25%
2020-12-16,"12,658.19","985,820,000",0.50%
2020-12-17,"12,764.75","1,020,000,000",0.84%
2020-12-18,"12,755.64","2,810,000,000",-0.07%
2020-12-21,"12,742.52","1,110,000,000",-0.10%
2020-12-22,"12,807.92","1,110,000,000",0.51%
2020-12-23,"12,771.11","1,230,000,000",-0.29%
2020-12-24,"12,804.73","584,090,000",0.26%
2020-12-28,"12,899.42","978,340,000",0.74%
2020-12-29,"12,850.22","896,810,000",-0.38%
2020-12-30,"12,870.00","954,010,000",0.15%
2020-12-31,"12,888.28","987,150,000",0.14%
2021-01-04,"12,698.45","1,270,000,000",-1.47%
2021-01-05,"12,818.96","1,210,000,000",0.95%
2021-01-06,"12,740.79","1,450,000,000",-0.61%
2021-01-07,"13,067.48","1,250,000,000",2.56%
2021-01-08,"13,201.98","1,330,000,000",1.03%
2021-01-11,"13,036.43","1,240,000,000",-1.25%
2021-01-12,"13,072.43","1,250,000,000",0.28%
2021-01-13,"13,128.95","1,270,000,000",0.43%
2021-01-14,"13,112.64","1,210,000,000",-0.12%
2021-01-15,"12,998.50","1,260,000,000",-0.87%
2021-01-19,"13,197.18","1,220,000,000",1.53%
2021-01-20,"13,457.25","1,290,000,000",1.97%
2021-01-21,"13,530.92","1,340,000,000",0.55%
2021-01-22,"13,543.06","1,130,000,000",0.09%
2021-01-25,"13,635.99","1,430,000,000",0.69%
2021-01-26,"13,626.07","1,250,000,000",-0.07%
2021-01-27,"13,270.60","2,190,000,000",-2.61%
2021-01-28,"13,337.16","2,160,000,000",0.50%
2021-01-29,"13,070.69","1,780,000,000",-2.00%
2021-02-01,"13,403.39","1,390,000,000",2.55%
2021-02-02,"13,612.78","1,430,000,000",1.56%
2021-02-03,"13,610.54","1,360,000,000",-0.02%
2021-02-04,"13,777.74","1,290,000,000",1.23%
2021-02-05,"13,856.30","1,260,000,000",0.57%
2021-02-08,"13,987.64","1,610,000,000",0.95%
2021-02-09,"14,007.70","1,520,000,000",0.14%
2021-02-10,"13,972.53","1,830,000,000",-0.25%
2021-02-11,"14,025.77","1,980,000,000",0.38%
2021-02-12,"14,095.47","1,320,000,000",0.50%
2021-02-16,"14,047.50","1,490,000,000",-0.34%
2021-02-17,"13,965.50","1,350,000,000",-0.58%
2021-02-18,"13,865.36","1,240,000,000",-0.72%
2021-02-19,"13,874.47","1,310,000,000",0.07%
2021-02-22,"13,533.05","1,370,000,000",-2.46%
2021-02-23,"13,465.20","1,640,000,000",-0.50%
2021-02-24,"13,597.97","1,240,000,000",0.99%
2021-02-25,"13,119.43","1,330,000,000",-3.52%
2021-02-26,"13,192.35","1,440,000,000",0.56%
2021-03-01,"13,588.83","1,100,000,000",3.01%
2021-03-02,"13,358.79","1,080,000,000",-1.69%
2021-03-03,"12,997.75","1,160,000,000",-2.70%
2021-03-04,"12,723.47","1,580,000,000",-2.11%
2021-03-05,"12,920.15","1,560,000,000",1.55%
2021-03-08,"12,609.16","1,270,000,000",-2.41%
2021-03-09,"13,073.82","1,280,000,000",3.69%
2021-03-10,"13,068.83","1,220,000,000",-0.04%
2021-03-11,"13,398.67","1,190,000,000",2.52%
2021-03-12,"13,319.86","1,090,000,000",-0.59%
2021-03-15,"13,459.71","1,130,000,000",1.05%
2021-03-16,"13,471.57","1,100,000,000",0.09%
2021-03-17,"13,525.20","1,180,000,000",0.40%
2021-03-18,"13,116.17","1,220,000,000",-3.02%
2021-03-19,"13,215.24","2,930,000,000",0.76%
2021-03-22,"13,377.54","1,110,000,000",1.23%
2021-03-23,"13,227.70","1,190,000,000",-1.12%
2021-03-24,"12,961.89","1,190,000,000",-2.01%
2021-03-25,"12,977.68","1,170,000,000",0.12%
2021-03-26,"13,138.72","1,140,000,000",1.24%
2021-03-29,"13,059.65","1,060,000,000",-0.60%
2021-03-30,"13,045.39","983,510,000",-0.11%
2021-03-31,"13,246.87","1,210,000,000",1.54%
2021-04-01,"13,480.11","939,160,000",1.76%
2021-04-05,"13,705.59","916,610,000",1.67%
2021-04-06,"13,698.38","870,630,000",-0.05%
2021-04-07,"13,688.84","819,480,000",-0.07%
2021-04-08,"13,829.31","870,910,000",1.03%
2021-04-09,"13,900.19","785,760,000",0.51%
2021-04-12,"13,850.00","894,010,000",-0.36%
2021-04-13,"13,996.10","839,450,000",1.05%
2021-04-14,"13,857.84","812,850,000",-0.99%
2021-04-15,"14,038.76","867,560,000",1.31%
2021-04-16,"14,052.34","962,780,000",0.10%
2021-04-19,"13,914.77","907,060,000",-0.98%
2021-04-20,"13,786.27","875,270,000",-0.92%
2021-04-21,"13,950.22","819,760,000",1.19%
2021-04-22,"13,818.41","871,280,000",-0.94%
2021-04-23,"14,016.81","843,300,000",1.44%
2021-04-26,"14,138.78","867,750,000",0.87%
2021-04-27,"14,090.22","871,200,000",-0.34%
2021-04-28,"14,051.03","861,230,000",-0.28%
2021-04-29,"14,082.55","994,150,000",0.22%
2021-04-30,"13,962.68","1,020,000,000",-0.85%
2021-05-03,"13,895.12","919,690,000",-0.48%
2021-05-04,"13,633.50","1,090,000,000",-1.88%
2021-05-05,"13,582.42","909,080,000",-0.37%
2021-05-06,"13,632.84","1,040,000,000",0.37%
2021-05-07,"13,752.24","873,190,000",0.88%
2021-05-10,"13,401.86","1,020,000,000",-2.55%
2021-05-11,"13,389.43","983,050,000",-0.09%
2021-05-12,"13,031.68","985,260,000",-2.67%
2021-05-13,"13,124.99","986,830,000",0.72%
2021-05-14,"13,429.98","854,900,000",2.32%
2021-05-17,"13,379.05","799,860,000",-0.38%
2021-05-18,"13,303.64","852,730,000",-0.56%
2021-05-19,"13,299.74","879,290,000",-0.03%
2021-05-20,"13,535.74","810,410,000",1.77%
2021-05-21,"13,470.99","786,550,000",-0.48%
2021-05-24,"13,661.17","730,820,000",1.41%
2021-05-25,"13,657.17","823,660,000",-0.03%
2021-05-26,"13,738.00","819,710,000",0.59%
2021-05-27,"13,736.28","1,410,000,000",-0.01%
2021-05-28,"13,748.74","911,240,000",0.09%
2021-06-01,"13,736.48","884,820,000",-0.09%
2021-06-02,"13,756.33","996,750,000",0.14%
2021-06-03,"13,614.51","1,020,000,000",-1.03%
2021-06-04,"13,814.49","806,240,000",1.47%
2021-06-07,"13,881.72","916,970,000",0.49%
2021-06-08,"13,924.91","1,170,000,000",0.31%
2021-06-09,"13,911.75","1,090,000,000",-0.09%
2021-06-10,"14,020.33","929,350,000",0.78%
2021-06-11,"14,069.42","824,120,000",0.35%
2021-06-14,"14,174.14","895,430,000",0.74%
2021-06-15,"14,072.86","880,030,000",-0.71%
2021-06-16,"14,039.68","981,270,000",-0.24%
2021-06-17,"14,161.35","990,640,000",0.87%
2021-06-18,"14,030.38","2,140,000,000",-0.92%
2021-06-21,"14,141.48","969,700,000",0.79%
2021-06-22,"14,253.27","891,230,000",0.79%
2021-06-23,"14,271.73","852,780,000",0.13%
2021-06-24,"14,369.71","807,040,000",0.69%
2021-06-25,"14,360.39","3,120,000,000",-0.06%
2021-06-28,"14,500.51","898,050,000",0.98%
2021-06-29,"14,528.33","908,400,000",0.19%
2021-06-30,"14,503.95","1,080,000,000",-0.17%
2021-07-01,"14,522.38","843,430,000",0.13%
2021-07-02,"14,639.33","724,360,000",0.81%
2021-07-06,"14,663.64","909,250,000",0.17%
2021-07-07,"14,665.06","889,860,000",0.01%
2021-07-08,"14,559.78","920,120,000",-0.72%
2021-07-09,"14,701.92","756,930,000",0.98%
2021-07-12,"14,733.24","753,860,000",0.21%
2021-07-13,"14,677.65","805,390,000",-0.38%
2021-07-14,"14,644.95","862,700,000",-0.22%
2021-07-15,"14,543.13","832,920,000",-0.70%
2021-07-16,"14,427.24","811,420,000",-0.80%
2021-07-19,"14,274.98","916,440,000",-1.06%
2021-07-20,"14,498.88","1,030,000,000",1.57%
2021-07-21,"14,631.95","801,830,000",0.92%
2021-07-22,"14,684.60","712,060,000",0.36%
2021-07-23,"14,836.99","758,410,000",1.04%
2021-07-26,"14,840.71","850,810,000",0.03%
2021-07-27,"14,660.58","885,240,000",-1.21%
2021-07-28,"14,762.58","839,140,000",0.70%
2021-07-29,"14,778.26","760,010,000",0.11%
2021-07-30,"14,672.68","788,210,000",-0.71%
2021-08-02,"14,681.07","752,760,000",0.06%
2021-08-03,"14,761.30","831,950,000",0.55%
2021-08-04,"14,780.53","875,560,000",0.13%
2021-08-05,"14,895.12","842,720,000",0.78%
2021-08-06,"14,835.76","817,600,000",-0.40%
2021-08-09,"14,860.18","801,120,000",0.16%
2021-08-10,"14,788.09","781,070,000",-0.49%
2021-08-11,"14,765.14","787,410,000",-0.16%
2021-08-12,"14,816.26","783,880,000",0.35%
2021-08-13,"14,822.90","774,680,000",0.04%
2021-08-16,"14,793.76","774,040,000",-0.20%
2021-08-17,"14,656.18","797,610,000",-0.93%
2021-08-18,"14,525.91","764,920,000",-0.89%
2021-08-19,"14,541.79","841,840,000",0.11%
2021-08-20,"14,714.66","828,730,000",1.19%
2021-08-23,"14,942.65","782,670,000",1.55%
2021-08-24,"15,019.80","737,230,000",0.52%
2021-08-25,"15,041.86","760,110,000",0.15%
2021-08-26,"14,945.81","698,670,000",-0.64%
2021-08-27,"15,129.50","857,200,000",1.23%
2021-08-30,"15,265.89","807,580,000",0.90%
2021-08-31,"15,259.24","981,940,000",-0.04%
2021-09-01,"15,309.38","836,300,000",0.33%
2021-09-02,"15,331.18","771,820,000",0.14%
2021-09-03,"15,363.52","713,300,000",0.21%
2021-09-07,"15,374.33","813,760,000",0.07%
2021-09-08,"15,286.64","799,130,000",-0.57%
2021-09-09,"15,248.25","793,920,000",-0.25%
2021-09-10,"15,115.49","889,080,000",-0.87%
2021-09-13,"15,105.58","943,770,000",-0.07%
2021-09-14,"15,037.76","884,510,000",-0.45%
2021-09-15,"15,161.53","987,750,000",0.82%
2021-09-16,"15,181.92","833,070,000",0.13%
2021-09-17,"15,043.97","2,750,000,000",-0.91%
2021-09-20,"14,713.90","1,100,000,000",-2.19%
2021-09-21,"14,746.40","873,640,000",0.22%
2021-09-22,"14,896.85","831,120,000",1.02%
2021-09-23,"15,052.24","788,230,000",1.04%
2021-09-24,"15,047.70","773,440,000",-0.03%
2021-09-27,"14,969.97","894,610,000",-0.52%
2021-09-28,"14,546.68","996,260,000",-2.83%
2021-09-29,"14,512.44","980,970,000",-0.24%
2021-09-30,"14,448.58","1,140,000,000",-0.44%
2021-10-01,"14,566.70","913,080,000",0.82%
2021-10-04,"14,255.49","920,430,000",-2.14%
2021-10-05,"14,433.83","805,230,000",1.25%
2021-10-06,"14,501.91","817,530,000",0.47%
2021-10-07,"14,654.02","798,160,000",1.05%
2021-10-08,"14,579.54","670,940,000",-0.51%
2021-10-11,"14,486.20","664,490,000",-0.64%
2021-10-12,"14,465.92","768,400,000",-0.14%
2021-10-13,"14,571.64","760,210,000",0.73%
2021-10-14,"14,823.43","815,460,000",1.73%
2021-10-15,"14,897.34","924,170,000",0.50%
2021-10-18,"15,021.81","798,360,000",0.84%
2021-10-19,"15,129.09","788,580,000",0.71%
2021-10-20,"15,121.68","743,430,000",-0.05%
2021-10-21,"15,215.70","891,240,000",0.62%
2021-10-22,"15,090.20","1,100,000,000",-0.82%
2021-10-25,"15,226.71","1,090,000,000",0.90%
2021-10-26,"15,235.72","1,220,000,000",0.06%
2021-10-27,"15,235.84","1,090,000,000",0.00%
2021-10-28,"15,448.12","1,060,000,000",1.39%
2021-10-29,"15,498.39","1,060,000,000",0.33%
2021-11-01,"15,595.92","1,000,000,000",0.63%
2021-11-02,"15,649.60","997,880,000",0.34%
2021-11-03,"15,811.58","1,000,000,000",1.04%
2021-11-04,"15,940.31","1,020,000,000",0.81%
2021-11-05,"15,971.59","1,060,000,000",0.20%
2021-11-08,"15,982.36","1,060,000,000",0.07%
2021-11-09,"15,886.54","1,030,000,000",-0.60%
2021-11-10,"15,622.70","989,630,000",-1.66%
2021-11-11,"15,704.28","867,110,000",0.52%
2021-11-12,"15,860.96","988,930,000",1.00%
2021-11-15,"15,853.85","952,140,000",-0.04%
2021-11-16,"15,973.85","1,010,000,000",0.76%
2021-11-17,"15,921.57","966,810,000",-0.33%
2021-11-18,"15,993.71","1,080,000,000",0.45%
2021-11-19,"16,057.44","1,020,000,000",0.40%
2021-11-22,"15,854.76","1,130,000,000",-1.26%
2021-11-23,"15,775.14","1,070,000,000",-0.50%
2021-11-24,"15,845.23","842,330,000",0.44%
2021-11-26,"15,491.66","781,490,000",-2.23%
2021-11-29,"15,782.83","1,010,000,000",1.88%
2021-11-30,"15,537.69","1,780,000,000",-1.55%
2021-12-01,"15,254.05","1,220,000,000",-1.83%
2021-12-02,"15,381.32","1,100,000,000",0.83%
2021-12-03,"15,085.47","1,200,000,000",-1.92%
2021-12-06,"15,225.15","1,070,000,000",0.93%
2021-12-07,"15,686.92","1,060,000,000",3.03%
2021-12-08,"15,786.99","921,930,000",0.64%
2021-12-09,"15,517.37","869,500,000",-1.71%
2021-12-10,"15,630.60","875,080,000",0.73%
2021-12-13,"15,413.28","996,250,000",-1.39%
2021-12-14,"15,237.64","1,030,000,000",-1.14%
2021-12-15,"15,565.58","1,170,000,000",2.15%
2021-12-16,"15,180.43","1,100,000,000",-2.47%
2021-12-17,"15,169.68","3,010,000,000",-0.07%
2021-12-20,"14,980.94","1,020,000,000",-1.24%
2021-12-21,"15,341.09","976,830,000",2.40%
2021-12-22,"15,521.89","783,470,000",1.18%
2021-12-23,"15,653.37","746,130,000",0.85%
2021-12-27,"15,871.26","741,100,000",1.39%
2021-12-28,"15,781.72","691,470,000",-0.56%
2021-12-29,"15,766.22","699,590,000",-0.10%
2021-12-30,"15,741.56","768,180,000",-0.16%
2021-12-31,"15,644.97","729,410,000",-0.61%
2022-01-03,"15,832.80","871,650,000",1.20%
2022-01-04,"15,622.72","970,700,000",-1.33%
2022-01-05,"15,100.17","1,010,000,000",-3.34%
2022-01-06,"15,080.86","951,120,000",-0.13%
2022-01-07,"14,935.90","852,530,000",-0.96%
2022-01-10,"14,942.83","1,090,000,000",0.05%
2022-01-11,"15,153.45","863,020,000",1.41%
2022-01-12,"15,188.39","840,020,000",0.23%
2022-01-13,"14,806.81","852,150,000",-2.51%
2022-01-14,"14,893.75","872,560,000",0.59%
2022-01-18,"14,506.90","1,060,000,000",-2.60%
2022-01-19,"14,340.25","935,060,000",-1.15%
2022-01-20,"14,154.02","1,020,000,000",-1.30%
2022-01-21,"13,768.92","1,320,000,000",-2.72%
2022-01-24,"13,855.13","1,550,000,000",0.63%
2022-01-25,"13,539.30","1,040,000,000",-2.28%
2022-01-26,"13,542.12","1,180,000,000",0.02%
2022-01-27,"13,352.78","1,070,000,000",-1.40%
2022-01-28,"13,770.57","1,060,000,000",3.13%
2022-01-31,"14,239.88","1,240,000,000",3.41%
2022-02-01,"14,346.00","962,000,000",0.75%
2022-02-02,"14,417.55","1,000,000,000",0.50%
2022-02-03,"13,878.82","945,510,000",-3.74%
2022-02-04,"14,098.01","862,970,000",1.58%
2022-02-07,"14,015.67","858,020,000",-0.58%
2022-02-08,"14,194.45","865,500,000",1.28%
2022-02-09,"14,490.37","935,010,000",2.08%
2022-02-10,"14,185.64","1,060,000,000",-2.10%
2022-02-11,"13,791.15","1,080,000,000",-2.78%
2022-02-14,"13,790.92","936,800,000",0.00%
2022-02-15,"14,139.76","903,090,000",2.53%
2022-02-16,"14,124.09","838,990,000",-0.11%
2022-02-17,"13,716.72","922,820,000",-2.88%
2022-02-18,"13,548.07","1,020,000,000",-1.23%
2022-02-22,"13,381.52","1,020,000,000",-1.23%
2022-02-23,"13,037.49","944,400,000",-2.57%
2022-02-24,"13,473.58","1,380,000,000",3.34%
2022-02-25,"13,694.62","978,450,000",1.64%
2022-02-28,"13,751.40","1,390,000,000",0.41%
2022-03-01,"13,532.46","1,240,000,000",-1.59%
2022-03-02,"13,752.02","1,030,000,000",1.62%
2022-03-03,"13,537.94","1,030,000,000",-1.56%
2022-03-04,"13,313.44","1,040,000,000",-1.66%
2022-03-07,"12,830.96","1,290,000,000",-3.62%
2022-03-08,"12,795.55","1,340,000,000",-0.28%
2022-03-09,"13,255.55","1,120,000,000",3.59%
2022-03-10,"13,129.96","961,590,000",-0.95%
2022-03-11,"12,843.81","1,020,000,000",-2.18%
2022-03-14,"12,581.22","1,210,000,000",-2.04%
2022-03-15,"12,948.62","1,130,000,000",2.92%
2022-03-16,"13,436.55","1,410,000,000",3.77%
2022-03-17,"13,614.78","1,140,000,000",1.33%
2022-03-18,"13,893.84","2,850,000,000",2.05%
2022-03-21,"13,838.46","1,140,000,000",-0.40%
2022-03-22,"14,108.82","1,100,000,000",1.95%
2022-03-23,"13,922.60","961,730,000",-1.32%
2022-03-24,"14,191.84","916,740,000",1.93%
2022-03-25,"14,169.30","941,780,000",-0.16%
2022-03-28,"14,354.90","892,940,000",1.31%
2022-03-29,"14,619.64","1,090,000,000",1.84%
2022-03-30,"14,442.27","1,010,000,000",-1.21%
2022-03-31,"14,220.52","1,100,000,000",-1.54%
2022-04-01,"14,261.50","1,020,000,000",0.29%
2022-04-04,"14,532.55","915,410,000",1.90%
2022-04-05,"14,204.17","930,400,000",-2.26%
2022-04-06,"13,888.82","1,090,000,000",-2.22%
2022-04-07,"13,897.30","931,350,000",0.06%
2022-04-08,"13,711.00","858,450,000",-1.34%
2022-04-11,"13,411.96","991,300,000",-2.18%
2022-04-12,"13,371.57","902,420,000",-0.30%
2022-04-13,"13,643.59","910,790,000",2.03%
2022-04-14,"13,351.08","927,380,000",-2.14%
2022-04-18,"13,332.36","832,410,000",-0.14%
2022-04-19,"13,619.66","855,290,000",2.15%
2022-04-20,"13,453.07","871,260,000",-1.22%
2022-04-21,"13,174.65","993,830,000",-2.07%
