date,spx,spx_change_pct
2025-09-17,"6,600.35",-0.10%
2025-09-18,"6,631.96",0.48%
2025-09-19,"6,664.36",0.49%
2025-09-22,"6,693.75",0.44%
2025-09-23,"6,656.92",-0.55%
2025-09-24,"6,637.97",-0.28%
2025-09-25,"6,604.72",-0.50%
2025-09-26,"6,643.70",0.59%
2025-09-29,"6,661.21",0.26%
2025-09-30,"6,688.46",0.41%
2025-10-01,"6,711.20",0.34%
2025-10-02,"6,715.35",0.06%
2025-10-03,"6,715.79",0.01%
2025-10-06,"6,740.28",0.36%
2025-10-07,"6,714.59",-0.38%
2025-10-08,"6,753.72",0.58%
2025-10-09,"6,735.11",-0.28%
2025-10-10,"6,552.51",-2.71%
2025-10-13,"6,654.72",1.56%
2025-10-14,"6,644.31",-0.16%
2025-10-15,"6,671.06",0.40%
2025-10-16,"6,629.07",-0.63%
2025-10-17,"6,664.01",0.53%
2025-10-20,"6,735.13",1.07%
2025-10-21,"6,735.35",0.00%
2025-10-22,"6,699.40",-0.53%
2025-10-23,"6,738.44",0.58%
2025-10-24,"6,791.69",0.79%
2025-10-27,"6,875.16",1.23%
2025-10-28,"6,890.89",0.23%
2025-10-29,"6,890.59",0.00%
2025-10-30,"6,822.34",-0.99%
2025-10-31,"6,840.20",0.26%
2025-11-03,"6,851.97",0.17%
2025-11-04,"6,771.55",-1.17%
2025-11-05,"6,796.29",0.37%
2025-11-06,"6,720.32",-1.12%
2025-11-07,"6,728.80",0.13%
2025-11-10,"6,832.43",1.54%
2025-11-11,"6,846.61",0.21%
2025-11-12,"6,850.92",0.06%
2025-11-13,"6,737.49",-1.66%
2025-11-14,"6,734.11",-0.05%
2025-11-17,"6,672.41",-0.92%
2025-11-18,"6,617.32",-0.83%
2025-11-19,"6,642.16",0.38%
2025-11-20,"6,538.76",-1.56%
2025-11-21,"6,602.99",0.98%
2025-11-24,"6,705.12",1.55%
2025-11-25,"6,765.88",0.91%
2025-11-26,"6,812.61",0.69%
2025-11-28,"6,849.09",0.54%
2025-12-01,"6,812.63",-0.53%
2025-12-02,"6,829.37",0.25%
2025-12-03,"6,849.72",0.30%
2025-12-04,"6,857.12",0.11%
2025-12-05,"6,870.40",0.19%
2025-12-08,"6,846.51",-0.35%
2025-12-09,"6,840.51",-0.09%
2025-12-10,"6,886.68",0.67%
2025-12-11,"6,901.00",0.21%
2025-12-12,"6,827.41",-1.07%
2025-12-15,"6,816.51",-0.16%
2025-12-16,"6,800.26",-0.24%
2025-12-17,"6,721.43",-1.16%
2025-12-18,"6,774.76",0.79%
2025-12-19,"6,834.50",0.88%
2025-12-22,"6,878.49",0.64%
2025-12-23,"6,909.79",0.46%
2025-12-24,"6,932.05",0.32%
2025-12-26,"6,929.94",-0.03%
2025-12-29,"6,905.74",-0.35%
2025-12-30,"6,896.24",-0.14%
2025-12-31,"6,845.50",-0.74%
2026-01-02,"6,858.47",0.19%
2026-01-05,"6,902.05",0.64%
2026-01-06,"6,944.82",0.62%
2026-01-07,"6,920.93",-0.34%
2026-01-08,"6,921.46",0.01%
2026-01-09,"6,966.28",0.65%
2026-01-12,"6,977.27",0.16%
2026-01-13,"6,963.74",-0.19%
2026-01-14,"6,926.60",-0.53%
2026-01-15,"6,944.47",0.26%
2026-01-16,"6,940.01",-0.06%
2026-01-20,"6,796.86",-2.06%
2026-01-21,"6,875.62",1.16%
2026-01-22,"6,913.35",0.55%
2026-01-23,"6,915.61",0.03%
2026-01-26,"6,950.23",0.50%
2026-01-27,"6,978.60",0.41%
2026-01-28,"6,978.03",-0.01%
2026-01-29,"6,969.01",-0.13%
2026-01-30,"6,939.03",-0.43%
2026-02-02,"6,976.44",0.54%
2026-02-03,"6,917.81",-0.84%
2026-02-04,"6,882.72",-0.51%
2026-02-05,"6,798.40",-1.23%
2026-02-06,"6,932.30",1.97%
2026-02-09,"6,964.82",0.47%
2026-02-10,"6,941.81",-0.33%
2026-02-11,"6,941.47",0.00%
2026-02-12,"6,832.76",-1.57%
2026-02-13,"6,836.17",0.05%
2026-02-17,"6,843.22",0.10%
2026-02-18,"6,881.31",0.56%
2026-02-19,"6,861.89",-0.28%
2026-02-20,"6,909.51",0.69%
2026-02-23,"6,837.75",-1.04%
2026-02-24,"6,890.07",0.77%
2026-02-25,"6,946.13",0.81%
2026-02-26,"6,908.86",-0.54%
2026-02-27,"6,878.88",-0.43%
2026-03-02,"6,881.62",0.04%
2026-03-03,"6,816.63",-0.94%
2026-03-04,"6,869.50",0.78%
2026-03-05,"6,830.71",-0.56%
2026-03-06,"6,740.02",-1.33%
2026-03-09,"6,795.99",0.83%
2026-03-10,"6,781.48",-0.21%
2026-03-11,"6,775.80",-0.08%
2026-03-12,"6,672.62",-1.52%
2026-03-13,"6,632.19",-0.61%
2026-03-16,"6,699.38",1.01%
2026-03-17,"6,716.09",0.25%
2026-03-18,"6,624.70",-1.36%
2026-03-19,"6,606.49",-0.27%
2026-03-20,"6,506.48",-1.51%
2026-03-23,"6,581.00",1.15%
2026-03-24,"6,556.37",-0.37%
2026-03-25,"6,591.90",0.54%
2026-03-26,"6,477.16",-1.74%
2026-03-27,"6,368.85",-1.67%
2026-03-30,"6,343.72",-0.39%
2026-03-31,"6,528.52",2.91%
2026-04-01,"6,575.32",0.72%
2026-04-02,"6,582.69",0.11%
2026-04-06,"6,611.83",0.44%
2026-04-07,"6,616.85",0.08%
2026-04-08,"6,782.81",2.51%
2026-04-09,"6,824.66",0.62%
2026-04-10,"6,816.89",-0.11%
2026-04-13,"6,886.24",1.02%
2026-04-14,"6,967.38",1.18%
2026-04-15,"7,022.95",0.80%
2026-04-16,"7,041.28",0.26%
2026-04-17,"7,126.06",1.20%
2026-04-20,"7,109.14",-0.24%
2026-04-21,"7,064.01",-0.63%
2026-04-22,"7,137.90",1.05%
2026-04-23,"7,108.40",-0.41%
2026-04-24,"7,165.08",0.80%
2026-04-27,"7,173.91",0.12%
2026-04-28,"7,138.80",-0.49%
2026-04-29,"7,135.95",-0.04%
2026-04-30,"7,209.01",1.02%
2026-05-01,"7,230.12",0.29%
2026-05-04,"7,200.75",-0.41%
2026-05-05,"7,259.22",0.81%
2026-05-06,"7,365.12",1.46%
2026-05-07,"7,337.11",-0.38%
2026-05-08,"7,398.93",0.84%
2026-05-11,"7,412.84",0.19%
2026-05-12,"7,400.96",-0.16%
2026-05-13,"7,444.25",0.58%
2026-05-14,"7,501.24",0.77%
2026-05-15,"7,408.50",-1.24%
2026-05-18,"7,403.05",-0.07%
2026-05-19,"7,353.61",-0.67%
2026-05-20,"7,432.97",1.08%
2026-05-21,"7,445.72",0.17%
2026-05-22,"7,473.47",0.37%
2026-05-26,"7,519.12",0.61%
2026-05-27,"7,520.36",0.02%
2026-05-28,"7,563.63",0.58%
2026-05-29,"7,580.06",0.22%
2026-06-01,"7,599.96",0.26%
2026-06-02,"7,609.78",0.13%
2026-06-03,"7,553.68",-0.74%
2026-06-04,"7,584.31",0.41%
2026-06-05,"7,383.74",-2.64%
2026-06-08,"7,405.73",0.30%
2026-06-09,"7,386.65",-0.26%
2026-06-10,"7,266.99",-1.62%
2026-06-11,"7,394.30",1.75%
2026-06-12,"7,431.46",0.50%
2026-06-15,"7,554.29",1.65%
2026-06-16,"7,511.35",-0.57%
2026-06-17,"7,420.10",-1.21%
