date,sp500_25,sp500_25_change_pct
2011-01-07,297.61,-0.04%
2011-01-10,297.61,0.00%
2011-01-11,297.46,-0.05%
2011-01-12,298.19,0.25%
2011-01-13,297.67,-0.17%
2011-01-14,299.55,0.63%
2011-01-18,300.33,0.26%
2011-01-19,297.36,-0.99%
2011-01-20,298.01,0.22%
2011-01-21,298.33,0.11%
2011-01-24,299.98,0.55%
2011-01-25,299.99,0.00%
2011-01-26,300.36,0.12%
2011-01-27,302.67,0.77%
2011-01-28,293.13,-3.15%
2011-01-31,293.42,0.10%
2011-02-01,297.02,1.23%
2011-02-02,296.33,-0.23%
2011-02-03,299.77,1.16%
2011-02-04,301.75,0.66%
2011-02-07,303.37,0.54%
2011-02-08,306.96,1.18%
2011-02-09,308.77,0.59%
2011-02-10,309.41,0.21%
2011-02-11,312.34,0.95%
2011-02-14,311.08,-0.40%
2011-02-15,311.5,0.14%
2011-02-16,314,0.80%
2011-02-17,314.4,0.13%
2011-02-18,315.79,0.44%
2011-02-22,308.27,-2.38%
2011-02-23,303.71,-1.48%
2011-02-24,305.18,0.48%
2011-02-25,308.41,1.06%
2011-02-28,310.37,0.64%
2011-03-01,304.94,-1.75%
2011-03-02,306.13,0.39%
2011-03-03,311.23,1.67%
2011-03-04,309.07,-0.69%
2011-03-07,306.06,-0.97%
2011-03-08,308.1,0.67%
2011-03-09,308.73,0.20%
2011-03-10,305.53,-1.04%
2011-03-11,307.12,0.52%
2011-03-14,303.68,-1.12%
2011-03-15,301.14,-0.84%
2011-03-16,296.08,-1.68%
2011-03-17,297.44,0.46%
2011-03-18,297.25,-0.06%
2011-03-21,301.55,1.45%
2011-03-22,299.2,-0.78%
2011-03-23,301.72,0.84%
2011-03-24,306.09,1.45%
2011-03-25,306.78,0.23%
2011-03-28,303.5,-1.07%
2011-03-29,306.32,0.93%
2011-03-30,309.6,1.07%
2011-03-31,308.4,-0.39%
2011-04-01,310.63,0.72%
2011-04-04,311.06,0.14%
2011-04-05,312.26,0.39%
2011-04-06,311.58,-0.22%
2011-04-07,310.54,-0.33%
2011-04-08,308.81,-0.56%
2011-04-11,308.58,-0.07%
2011-04-12,308.09,-0.16%
2011-04-13,309.12,0.33%
2011-04-14,308.35,-0.25%
2011-04-15,310.19,0.60%
2011-04-18,307.29,-0.93%
2011-04-19,308.07,0.25%
2011-04-20,313.41,1.73%
2011-04-21,315.41,0.64%
2011-04-25,314.75,-0.21%
2011-04-26,315.58,0.26%
2011-04-27,319.14,1.13%
2011-04-28,320.51,0.43%
2011-04-29,320.38,-0.04%
2011-05-02,321.38,0.31%
2011-05-03,319.75,-0.51%
2011-05-04,318.54,-0.38%
2011-05-05,317.96,-0.18%
2011-05-06,318.01,0.02%
2011-05-09,318.49,0.15%
2011-05-10,322.48,1.25%
2011-05-11,319.84,-0.82%
2011-05-12,322.58,0.86%
2011-05-13,320.39,-0.68%
2011-05-16,315.83,-1.42%
2011-05-17,316.28,0.14%
2011-05-18,319.92,1.15%
2011-05-19,320.98,0.33%
2011-05-20,317.93,-0.95%
2011-05-23,314.95,-0.94%
2011-05-24,313.29,-0.53%
2011-05-25,313.33,0.01%
2011-05-26,315.86,0.81%
2011-05-27,316.85,0.31%
2011-05-31,318.91,0.65%
2011-06-01,311.63,-2.28%
2011-06-02,310.92,-0.23%
2011-06-03,306.62,-1.38%
2011-06-06,303.62,-0.98%
2011-06-07,303.99,0.12%
2011-06-08,301.52,-0.81%
2011-06-09,303.84,0.77%
2011-06-10,298.24,-1.84%
2011-06-13,297.77,-0.16%
2011-06-14,302.94,1.74%
2011-06-15,298.46,-1.48%
2011-06-16,297.83,-0.21%
2011-06-17,299.88,0.69%
2011-06-20,302.48,0.87%
2011-06-21,308.56,2.01%
2011-06-22,306.09,-0.80%
2011-06-23,307.29,0.39%
2011-06-24,304.2,-1.01%
2011-06-27,307.94,1.23%
2011-06-28,313.69,1.87%
2011-06-29,315,0.42%
2011-06-30,317.89,0.92%
2011-07-01,324.16,1.97%
2011-07-05,325.44,0.39%
2011-07-06,324.49,-0.29%
2011-07-07,328.81,1.33%
2011-07-08,326.79,-0.61%
2011-07-11,320.37,-1.96%
2011-07-12,319.03,-0.42%
2011-07-13,320.67,0.51%
2011-07-14,318.23,-0.76%
2011-07-15,318.48,0.08%
2011-07-18,315.09,-1.06%
2011-07-19,321.33,1.98%
2011-07-20,319.47,-0.58%
2011-07-21,323.2,1.17%
2011-07-22,324.49,0.40%
2011-07-25,322.5,-0.61%
2011-07-26,321.89,-0.19%
2011-07-27,316.2,-1.77%
2011-07-28,314.58,-0.51%
2011-07-29,313.21,-0.44%
2011-08-01,311.42,-0.57%
2011-08-02,300.01,-3.66%
2011-08-03,302,0.66%
2011-08-04,287.37,-4.84%
2011-08-05,287.76,0.14%
2011-08-08,268.57,-6.67%
2011-08-09,281.54,4.83%
2011-08-10,269.22,-4.38%
2011-08-11,281.38,4.52%
2011-08-12,284.72,1.19%
2011-08-15,288.81,1.44%
2011-08-16,287.55,-0.44%
2011-08-17,286.7,-0.30%
2011-08-18,272.51,-4.95%
2011-08-19,268.76,-1.38%
2011-08-22,269.64,0.33%
2011-08-23,279.97,3.83%
2011-08-24,284.58,1.65%
2011-08-25,279.04,-1.95%
2011-08-26,284.95,2.12%
2011-08-29,293.2,2.90%
2011-08-30,294.36,0.40%
2011-08-31,296.14,0.60%
2011-09-01,292.31,-1.29%
2011-09-02,284.25,-2.76%
2011-09-06,283.1,-0.40%
2011-09-07,290.5,2.61%
2011-09-08,286.6,-1.34%
2011-09-09,278.86,-2.70%
2011-09-12,282.14,1.18%
2011-09-13,285.44,1.17%
2011-09-14,290.14,1.65%
2011-09-15,295.21,1.75%
2011-09-16,298.15,1.00%
2011-09-19,298.04,-0.04%
2011-09-20,296.27,-0.59%
2011-09-21,287.33,-3.02%
2011-09-22,277.89,-3.29%
2011-09-23,282.38,1.62%
2011-09-26,288.52,2.17%
2011-09-27,290.82,0.80%
2011-09-28,286.02,-1.65%
2011-09-29,283.58,-0.85%
2011-09-30,275.53,-2.84%
2011-10-03,267.58,-2.89%
2011-10-04,275.89,3.11%
2011-10-05,280.96,1.84%
2011-10-06,287.24,2.24%
2011-10-07,286.74,-0.17%
2011-10-10,296.84,3.52%
2011-10-11,297.71,0.29%
2011-10-12,300.86,1.06%
2011-10-13,300.34,-0.17%
2011-10-14,305.52,1.72%
2011-10-17,299.64,-1.92%
2011-10-18,305.13,1.83%
2011-10-19,300.72,-1.45%
2011-10-20,302.05,0.44%
2011-10-21,310.52,2.80%
2011-10-24,314.87,1.40%
2011-10-25,307.84,-2.23%
2011-10-26,306.74,-0.36%
2011-10-27,314.87,2.65%
2011-10-28,312.81,-0.65%
2011-10-31,308.06,-1.52%
2011-11-01,301.16,-2.24%
2011-11-02,304.6,1.14%
2011-11-03,308.54,1.29%
2011-11-04,307.5,-0.34%
2011-11-07,308.89,0.45%
2011-11-08,312.26,1.09%
2011-11-09,300.94,-3.63%
2011-11-10,303.73,0.93%
2011-11-11,311.37,2.52%
2011-11-14,309.21,-0.69%
2011-11-15,310.31,0.36%
2011-11-16,304.32,-1.93%
2011-11-17,299.24,-1.67%
2011-11-18,298.85,-0.13%
2011-11-21,294.24,-1.54%
2011-11-22,294.06,-0.06%
2011-11-23,287.84,-2.12%
2011-11-25,286.72,-0.39%
2011-11-28,295.42,3.03%
2011-11-29,295.93,0.17%
2011-11-30,305.39,3.20%
2011-12-01,305.46,0.02%
2011-12-02,307.8,0.77%
2011-12-05,310.45,0.86%
2011-12-06,309.8,-0.21%
2011-12-07,311.28,0.48%
2011-12-08,304.94,-2.04%
2011-12-09,309.8,1.59%
2011-12-12,308.87,-0.30%
2011-12-13,302.78,-1.97%
2011-12-14,299.19,-1.19%
2011-12-15,299.72,0.18%
2011-12-16,300.11,0.13%
2011-12-19,296.44,-1.22%
2011-12-20,304.75,2.80%
2011-12-21,305.79,0.34%
2011-12-22,306.7,0.30%
2011-12-23,310.1,1.11%
2011-12-27,310.71,0.20%
2011-12-28,307.01,-1.19%
2011-12-29,310.27,1.06%
2011-12-30,308.58,-0.54%
2012-01-03,311.47,0.94%
2012-01-04,313.71,0.72%
2012-01-05,315.99,0.73%
2012-01-06,316.53,0.17%
2012-01-09,316.51,-0.01%
2012-01-10,318.45,0.61%
2012-01-11,318.83,0.12%
2012-01-12,319.82,0.31%
2012-01-13,318.87,-0.30%
2012-01-17,320.35,0.46%
2012-01-18,325.35,1.56%
2012-01-19,328.39,0.93%
2012-01-20,325.88,-0.76%
2012-01-23,325.2,-0.21%
2012-01-24,326.35,0.35%
2012-01-25,328.47,0.65%
2012-01-26,328.2,-0.08%
2012-01-27,327.47,-0.22%
2012-01-30,326.91,-0.17%
2012-01-31,326.65,-0.08%
2012-02-01,327.66,0.31%
2012-02-02,327.36,-0.09%
2012-02-03,333.89,1.99%
2012-02-06,333.42,-0.14%
2012-02-07,334.78,0.41%
2012-02-08,335.58,0.24%
2012-02-09,336.2,0.18%
2012-02-10,334.61,-0.47%
2012-02-13,337.05,0.73%
2012-02-14,336.75,-0.09%
2012-02-15,335.08,-0.50%
2012-02-16,336.86,0.53%
2012-02-17,339.68,0.84%
2012-02-21,338.62,-0.31%
2012-02-22,337.33,-0.38%
2012-02-23,339.04,0.51%
2012-02-24,338.82,-0.06%
2012-02-27,339.75,0.27%
2012-02-28,342.12,0.70%
2012-02-29,341.38,-0.22%
2012-03-01,343.86,0.73%
2012-03-02,343.47,-0.11%
2012-03-05,343.21,-0.08%
2012-03-06,338.07,-1.50%
2012-03-07,341.34,0.97%
2012-03-08,344.88,1.04%
2012-03-09,346.75,0.54%
2012-03-12,345.86,-0.26%
2012-03-13,351.14,1.53%
2012-03-14,350.9,-0.07%
2012-03-15,352.17,0.36%
2012-03-16,350.9,-0.36%
2012-03-19,352.54,0.47%
2012-03-20,353.14,0.17%
2012-03-21,353.56,0.12%
2012-03-22,352.78,-0.22%
2012-03-23,353.19,0.12%
2012-03-26,358.91,1.62%
2012-03-27,358.17,-0.21%
2012-03-28,355.12,-0.85%
2012-03-29,355.1,-0.01%
2012-03-30,356.55,0.41%
2012-04-02,357.55,0.28%
2012-04-03,357.27,-0.08%
2012-04-04,353.57,-1.04%
2012-04-05,356.03,0.70%
2012-04-09,352.54,-0.98%
2012-04-10,343.95,-2.44%
2012-04-11,348.55,1.34%
2012-04-12,353.27,1.35%
2012-04-13,352.29,-0.28%
2012-04-16,350.99,-0.37%
2012-04-17,354.82,1.09%
2012-04-18,355.35,0.15%
2012-04-19,352.31,-0.86%
2012-04-20,352.97,0.19%
2012-04-23,349.14,-1.09%
2012-04-24,347.94,-0.34%
2012-04-25,353.84,1.70%
2012-04-26,358.01,1.18%
2012-04-27,362.73,1.32%
2012-04-30,360.96,-0.49%
2012-05-01,362.88,0.53%
2012-05-02,364.84,0.54%
2012-05-03,362.23,-0.72%
2012-05-04,355.06,-1.98%
2012-05-07,354.97,-0.03%
2012-05-08,350.55,-1.25%
2012-05-09,348.92,-0.46%
2012-05-10,350.34,0.41%
2012-05-11,349.85,-0.14%
2012-05-14,344.81,-1.44%
2012-05-15,344.03,-0.23%
2012-05-16,343.74,-0.08%
2012-05-17,334.31,-2.74%
2012-05-18,332.31,-0.60%
2012-05-21,337.64,1.60%
2012-05-22,338.71,0.32%
2012-05-23,340.7,0.59%
2012-05-24,342.37,0.49%
2012-05-25,341.97,-0.12%
2012-05-29,346.43,1.30%
2012-05-30,340.89,-1.60%
2012-05-31,339.78,-0.33%
2012-06-01,329.22,-3.11%
2012-06-04,330.82,0.49%
2012-06-05,332.05,0.37%
2012-06-06,339.6,2.27%
2012-06-07,339.16,-0.13%
2012-06-08,342.2,0.90%
2012-06-11,336.87,-1.56%
2012-06-12,340.82,1.17%
2012-06-13,335.6,-1.53%
2012-06-14,340.25,1.39%
2012-06-15,343.53,0.96%
2012-06-18,345.87,0.68%
2012-06-19,349.09,0.93%
2012-06-20,348.8,-0.08%
2012-06-21,341.02,-2.23%
2012-06-22,342.68,0.49%
2012-06-25,337.4,-1.54%
2012-06-26,341.36,1.17%
2012-06-27,341.16,-0.06%
2012-06-28,339.52,-0.48%
2012-06-29,345.81,1.85%
2012-07-02,347.2,0.40%
2012-07-03,346.77,-0.12%
2012-07-04,346.77,0.00%
2012-07-05,347.54,0.22%
2012-07-06,346.17,-0.39%
2012-07-09,344.32,-0.53%
2012-07-10,342.39,-0.56%
2012-07-11,340.52,-0.55%
2012-07-12,339.31,-0.36%
2012-07-13,344.76,1.61%
2012-07-16,342.77,-0.58%
2012-07-17,346.15,0.99%
2012-07-18,347.84,0.49%
2012-07-19,350.36,0.72%
2012-07-20,345.87,-1.28%
2012-07-23,341.24,-1.34%
2012-07-24,338.75,-0.73%
2012-07-25,337.53,-0.36%
2012-07-26,343.36,1.73%
2012-07-27,350,1.93%
2012-07-30,348.78,-0.35%
2012-07-31,344.64,-1.19%
2012-08-01,342.81,-0.53%
2012-08-02,343.54,0.21%
2012-08-03,350.35,1.98%
2012-08-06,351.58,0.35%
2012-08-07,354.8,0.92%
2012-08-08,353.23,-0.44%
2012-08-09,352.85,-0.11%
2012-08-10,352.93,0.02%
2012-08-13,352.82,-0.03%
2012-08-14,353.41,0.17%
2012-08-15,354.72,0.37%
2012-08-16,357.64,0.82%
2012-08-17,359.28,0.46%
2012-08-20,357.56,-0.48%
2012-08-21,356.94,-0.17%
2012-08-22,357.88,0.26%
2012-08-23,355.59,-0.64%
2012-08-24,358.38,0.78%
2012-08-27,357.85,-0.15%
2012-08-28,358.37,0.15%
2012-08-29,360.1,0.48%
2012-08-30,358.05,-0.57%
2012-08-31,359.12,0.30%
2012-09-04,358.48,-0.18%
2012-09-05,359.01,0.15%
2012-09-06,367.13,2.26%
2012-09-07,369.17,0.56%
2012-09-10,368.29,-0.24%
2012-09-11,368.33,0.01%
2012-09-12,369.59,0.34%
2012-09-13,374.86,1.43%
2012-09-14,376.47,0.43%
2012-09-17,374.81,-0.44%
2012-09-18,373.06,-0.47%
2012-09-19,376.8,1.00%
2012-09-20,376.48,-0.08%
2012-09-21,376.26,-0.06%
2012-09-24,374.93,-0.35%
2012-09-25,370.62,-1.15%
2012-09-26,368.13,-0.67%
2012-09-27,371.89,1.02%
2012-09-28,370.26,-0.44%
2012-10-01,370.24,-0.01%
2012-10-02,369.33,-0.25%
2012-10-03,372.33,0.81%
2012-10-04,375.55,0.86%
2012-10-05,376.79,0.33%
2012-10-08,375.74,-0.28%
2012-10-09,369.97,-1.54%
2012-10-10,367.47,-0.68%
2012-10-11,365.75,-0.47%
2012-10-12,365.78,0.01%
2012-10-15,369.64,1.06%
2012-10-16,372.76,0.84%
2012-10-17,375,0.60%
2012-10-18,375.06,0.02%
2012-10-19,368.73,-1.69%
2012-10-22,367.21,-0.41%
2012-10-23,364.22,-0.81%
2012-10-24,362.71,-0.41%
2012-10-25,361.98,-0.20%
2012-10-26,363.05,0.30%
2012-10-29,363.05,0.00%
2012-10-30,363.05,0.00%
2012-10-31,364.23,0.33%
2012-11-01,368.82,1.26%
2012-11-02,368.13,-0.19%
2012-11-05,369.24,0.30%
2012-11-06,371.37,0.58%
2012-11-07,366.8,-1.23%
2012-11-08,360.92,-1.60%
2012-11-09,359.5,-0.39%
2012-11-12,359.55,0.01%
2012-11-13,360.41,0.24%
2012-11-14,354.97,-1.51%
2012-11-15,354.7,-0.08%
2012-11-16,357.16,0.69%
2012-11-19,364.8,2.14%
2012-11-20,366.67,0.51%
2012-11-21,367.93,0.34%
2012-11-23,372.73,1.30%
2012-11-26,371.03,-0.46%
2012-11-27,369.41,-0.44%
2012-11-28,374.12,1.28%
2012-11-29,375.02,0.24%
2012-11-30,375.15,0.03%
2012-12-03,373.16,-0.53%
2012-12-04,371.76,-0.38%
2012-12-05,370.52,-0.33%
2012-12-06,372.66,0.58%
2012-12-07,373.73,0.29%
2012-12-10,371.67,-0.55%
2012-12-11,372.68,0.27%
2012-12-12,373.03,0.09%
2012-12-13,370.69,-0.63%
2012-12-14,369.13,-0.42%
2012-12-17,375.94,1.84%
2012-12-18,380.13,1.11%
2012-12-19,377.29,-0.75%
2012-12-20,378.36,0.28%
2012-12-21,374.54,-1.01%
2012-12-24,375.26,0.19%
2012-12-25,375.26,0.00%
2012-12-26,371.57,-0.98%
2012-12-27,371.97,0.11%
2012-12-28,368.67,-0.89%
2012-12-31,376.06,2.00%
2013-01-02,384.23,2.17%
2013-01-03,385.02,0.21%
2013-01-04,386.34,0.34%
2013-01-07,385.28,-0.27%
2013-01-08,384.29,-0.26%
2013-01-09,384.96,0.17%
2013-01-10,387.07,0.55%
2013-01-11,387.63,0.14%
2013-01-14,388.48,0.22%
2013-01-15,391.15,0.69%
2013-01-16,390.33,-0.21%
2013-01-17,394.52,1.07%
2013-01-18,395.22,0.18%
2013-01-22,396.08,0.22%
2013-01-23,396.41,0.08%
2013-01-24,399.27,0.72%
2013-01-25,403.37,1.03%
2013-01-28,401.53,-0.46%
2013-01-29,400.05,-0.37%
2013-01-30,399.35,-0.17%
2013-01-31,397.27,-0.52%
2013-02-01,399.62,0.59%
2013-02-04,394.8,-1.21%
2013-02-05,399.09,1.09%
2013-02-06,399.84,0.19%
2013-02-07,398.74,-0.28%
2013-02-08,401.87,0.78%
2013-02-11,400.66,-0.30%
2013-02-12,402.16,0.37%
2013-02-13,403.02,0.21%
2013-02-14,403.05,0.01%
2013-02-15,403.53,0.12%
2013-02-19,405.31,0.44%
2013-02-20,398.97,-1.56%
2013-02-21,395.55,-0.86%
2013-02-22,397.84,0.58%
2013-02-25,391.33,-1.64%
2013-02-26,395.16,0.98%
2013-02-27,401.12,1.51%
2013-02-28,401.16,0.01%
2013-03-01,403.55,0.60%
2013-03-04,407.38,0.95%
2013-03-05,411.49,1.01%
2013-03-06,411.16,-0.08%
2013-03-07,411.78,0.15%
2013-03-08,416.31,1.10%
2013-03-11,417.38,0.26%
2013-03-12,415.94,-0.35%
2013-03-13,418.05,0.51%
2013-03-14,418.68,0.15%
2013-03-15,416.93,-0.42%
2013-03-18,413.91,-0.72%
2013-03-19,410.87,-0.73%
2013-03-20,415.6,1.15%
2013-03-21,412.19,-0.82%
2013-03-22,417,1.17%
2013-03-25,416.26,-0.18%
2013-03-26,418.51,0.54%
2013-03-27,418.73,0.05%
2013-03-28,420.27,0.37%
2013-04-01,417.03,-0.77%
2013-04-02,420.59,0.85%
2013-04-03,416.31,-1.02%
2013-04-04,418.71,0.58%
2013-04-05,417.01,-0.41%
2013-04-08,421.5,1.08%
2013-04-09,420.47,-0.24%
2013-04-10,425.28,1.14%
2013-04-11,428.95,0.86%
2013-04-12,431.03,0.48%
2013-04-15,419.97,-2.57%
2013-04-16,425.83,1.40%
2013-04-17,421.73,-0.96%
2013-04-18,416.76,-1.18%
2013-04-19,421.95,1.25%
2013-04-22,423.78,0.43%
2013-04-23,428.08,1.01%
2013-04-24,428.19,0.03%
2013-04-25,431.92,0.87%
2013-04-26,430.13,-0.41%
2013-04-29,431.67,0.36%
2013-04-30,432.6,0.22%
2013-05-01,430.45,-0.50%
2013-05-02,434.56,0.95%
2013-05-03,440.1,1.27%
2013-05-06,441.31,0.27%
2013-05-07,444.73,0.77%
2013-05-08,445.55,0.18%
2013-05-09,446.1,0.12%
2013-05-10,449.74,0.82%
2013-05-13,449.7,-0.01%
2013-05-14,454.22,1.01%
2013-05-15,456.78,0.56%
2013-05-16,451.53,-1.15%
2013-05-17,456.07,1.01%
2013-05-20,454.3,-0.39%
2013-05-21,456.36,0.45%
2013-05-22,452.15,-0.92%
2013-05-23,450.71,-0.32%
2013-05-24,449.86,-0.19%
2013-05-28,453.96,0.91%
2013-05-29,449.47,-0.99%
2013-05-30,448.85,-0.14%
2013-05-31,443.96,-1.09%
2013-06-03,446.35,0.54%
2013-06-04,444.17,-0.49%
2013-06-05,436.92,-1.63%
2013-06-06,441.33,1.01%
2013-06-07,449.3,1.81%
2013-06-10,447.9,-0.31%
2013-06-11,443.63,-0.95%
2013-06-12,438.78,-1.09%
2013-06-13,446.55,1.77%
2013-06-14,445.4,-0.26%
2013-06-17,447.71,0.52%
2013-06-18,452.3,1.03%
2013-06-19,447.31,-1.10%
2013-06-20,435.39,-2.66%
2013-06-21,436.55,0.27%
2013-06-24,432.29,-0.98%
2013-06-25,436.18,0.90%
2013-06-26,441.74,1.27%
2013-06-27,445.74,0.91%
2013-06-28,447.29,0.35%
2013-07-01,450.23,0.66%
2013-07-02,451.11,0.20%
2013-07-03,453.34,0.49%
2013-07-05,458.02,1.03%
2013-07-08,462.09,0.89%
2013-07-09,464.09,0.43%
2013-07-10,464.42,0.07%
2013-07-11,471.1,1.44%
2013-07-12,473.71,0.55%
2013-07-15,472.14,-0.33%
2013-07-16,469.57,-0.54%
2013-07-17,470.1,0.11%
2013-07-18,472.56,0.52%
2013-07-19,472.23,-0.07%
2013-07-22,471.96,-0.06%
2013-07-23,471.14,-0.17%
2013-07-24,469.77,-0.29%
2013-07-25,470.12,0.07%
2013-07-26,471.85,0.37%
2013-07-29,469.27,-0.55%
2013-07-30,468.03,-0.26%
2013-07-31,470.27,0.48%
2013-08-01,477.95,1.63%
2013-08-02,481.3,0.70%
2013-08-05,480.27,-0.21%
2013-08-06,477.94,-0.49%
2013-08-07,473.95,-0.83%
2013-08-08,477.27,0.70%
2013-08-09,475.95,-0.28%
2013-08-12,475.54,-0.09%
2013-08-13,475.35,-0.04%
2013-08-14,470.28,-1.07%
2013-08-15,461.98,-1.76%
2013-08-16,460.29,-0.37%
2013-08-19,458.46,-0.40%
2013-08-20,462.61,0.91%
2013-08-21,458.71,-0.84%
2013-08-22,463.58,1.06%
2013-08-23,463.67,0.02%
2013-08-26,462.64,-0.22%
2013-08-27,455.2,-1.61%
2013-08-28,457.15,0.43%
2013-08-29,459.15,0.44%
2013-08-30,456.18,-0.65%
2013-09-03,459.58,0.75%
2013-09-04,464.22,1.01%
2013-09-05,464.65,0.09%
2013-09-06,463.66,-0.21%
2013-09-09,467.93,0.92%
2013-09-10,472.45,0.97%
2013-09-11,475.7,0.69%
2013-09-12,474.64,-0.22%
2013-09-13,476.14,0.32%
2013-09-16,478,0.39%
2013-09-17,480.77,0.58%
2013-09-18,486.47,1.19%
2013-09-19,486.51,0.01%
2013-09-20,483.29,-0.66%
2013-09-23,479.76,-0.73%
2013-09-24,480.43,0.14%
2013-09-25,477.94,-0.52%
2013-09-26,482.25,0.90%
2013-09-27,482.49,0.05%
2013-09-30,480.3,-0.45%
2013-10-01,484.54,0.88%
2013-10-02,484.22,-0.07%
2013-10-03,479.3,-1.02%
2013-10-04,483.51,0.88%
2013-10-07,476.76,-1.40%
2013-10-08,468.89,-1.65%
2013-10-09,467.16,-0.37%
2013-10-10,477.78,2.27%
2013-10-11,481.53,0.78%
2013-10-14,483.34,0.38%
2013-10-15,479.42,-0.81%
2013-10-16,485.21,1.21%
2013-10-17,488.81,0.74%
2013-10-18,491.81,0.61%
2013-10-21,492.83,0.21%
2013-10-22,496.34,0.71%
2013-10-23,493.39,-0.59%
2013-10-24,498.1,0.95%
2013-10-25,501.55,0.69%
2013-10-28,500.39,-0.23%
2013-10-29,503.61,0.64%
2013-10-30,501.26,-0.47%
2013-10-31,502.39,0.23%
2013-11-01,503.63,0.25%
2013-11-04,505.42,0.36%
2013-11-05,505.46,0.01%
2013-11-06,504.24,-0.24%
2013-11-07,493.81,-2.07%
2013-11-08,501.6,1.58%
2013-11-11,502.41,0.16%
2013-11-12,501.3,-0.22%
2013-11-13,509.27,1.59%
2013-11-14,512.79,0.69%
2013-11-15,514.32,0.30%
2013-11-18,510.62,-0.72%
2013-11-19,508.52,-0.41%
2013-11-20,505.87,-0.52%
2013-11-21,510.47,0.91%
2013-11-22,513.59,0.61%
2013-11-25,513.95,0.07%
2013-11-26,516.7,0.54%
2013-11-27,518.38,0.33%
2013-11-29,519.14,0.15%
2013-12-02,516.54,-0.50%
2013-12-03,512.08,-0.86%
2013-12-04,510.85,-0.24%
2013-12-05,510.79,-0.01%
2013-12-06,515.27,0.88%
2013-12-09,514.62,-0.13%
2013-12-10,515.13,0.10%
2013-12-11,510.01,-0.99%
2013-12-12,507.98,-0.40%
2013-12-13,509.36,0.27%
2013-12-16,512.98,0.71%
2013-12-17,511.3,-0.33%
2013-12-18,519.3,1.56%
2013-12-19,518.45,-0.16%
2013-12-20,520.45,0.39%
2013-12-23,523.05,0.50%
2013-12-24,524.46,0.27%
2013-12-26,527.84,0.64%
2013-12-27,526,-0.35%
2013-12-30,527.97,0.37%
2013-12-31,530.1,0.40%
2014-01-02,527.44,-0.50%
2014-01-03,526.13,-0.25%
2014-01-06,523,-0.59%
2014-01-07,525.93,0.56%
2014-01-08,525.03,-0.17%
2014-01-09,524.4,-0.12%
2014-01-10,526.38,0.38%
2014-01-13,516.14,-1.95%
2014-01-14,520.09,0.77%
2014-01-15,521.32,0.24%
2014-01-16,518.92,-0.46%
2014-01-17,516.43,-0.48%
2014-01-21,515.49,-0.18%
2014-01-22,516.86,0.27%
2014-01-23,513.29,-0.69%
2014-01-24,503.43,-1.92%
2014-01-27,501.45,-0.39%
2014-01-28,505.2,0.75%
2014-01-29,496.67,-1.69%
2014-01-30,504.9,1.66%
2014-01-31,498.48,-1.27%
2014-02-03,485.19,-2.67%
2014-02-04,490.85,1.17%
2014-02-05,491.62,0.16%
2014-02-06,501.79,2.07%
2014-02-07,508.11,1.26%
2014-02-10,507.9,-0.04%
2014-02-11,511.56,0.72%
2014-02-12,511.82,0.05%
2014-02-13,514.03,0.43%
2014-02-14,516.93,0.56%
2014-02-18,517.36,0.08%
2014-02-19,512.67,-0.91%
2014-02-20,515.62,0.58%
2014-02-21,516.5,0.17%
2014-02-24,519.34,0.55%
2014-02-25,522.04,0.52%
2014-02-26,525.11,0.59%
2014-02-27,527.06,0.37%
2014-02-28,528.83,0.34%
2014-03-03,524.17,-0.88%
2014-03-04,530.83,1.27%
2014-03-05,532.46,0.31%
2014-03-06,534.16,0.32%
2014-03-07,533.56,-0.11%
2014-03-10,531.62,-0.36%
2014-03-11,528.62,-0.56%
2014-03-12,528.11,-0.10%
2014-03-13,520.51,-1.44%
2014-03-14,520.66,0.03%
2014-03-17,524.34,0.71%
2014-03-18,526.66,0.44%
2014-03-19,523.29,-0.64%
2014-03-20,524.53,0.24%
2014-03-21,521.16,-0.64%
2014-03-24,515.79,-1.03%
2014-03-25,512.49,-0.64%
2014-03-26,508.44,-0.79%
2014-03-27,506.1,-0.46%
2014-03-28,510.21,0.81%
2014-03-31,513.36,0.62%
2014-04-01,520.53,1.40%
2014-04-02,524.02,0.67%
2014-04-03,521.35,-0.51%
2014-04-04,512.46,-1.71%
2014-04-07,502.68,-1.91%
2014-04-08,507.59,0.98%
2014-04-09,513.06,1.08%
2014-04-10,500.43,-2.46%
2014-04-11,493.55,-1.37%
2014-04-14,497.53,0.81%
2014-04-15,498.14,0.12%
2014-04-16,504.95,1.37%
2014-04-17,505.68,0.14%
2014-04-21,507.02,0.26%
2014-04-22,511.3,0.84%
2014-04-23,509.01,-0.45%
2014-04-24,511.63,0.51%
2014-04-25,503.08,-1.67%
2014-04-28,501.85,-0.24%
2014-04-29,503.88,0.40%
2014-04-30,506.11,0.44%
2014-05-01,507.91,0.36%
2014-05-02,509.42,0.30%
2014-05-05,509.72,0.06%
2014-05-06,502.75,-1.37%
2014-05-07,501.82,-0.18%
2014-05-08,503.05,0.25%
2014-05-09,506.01,0.59%
2014-05-12,512.36,1.25%
2014-05-13,510.59,-0.35%
2014-05-14,505.16,-1.06%
2014-05-15,501.63,-0.70%
2014-05-16,505.11,0.69%
2014-05-19,507.29,0.43%
2014-05-20,502.93,-0.86%
2014-05-21,508.79,1.17%
