date,sp500_25,sp500_25_change_pct
2022-02-22,"1,374.62",-3.04%
2022-02-23,"1,327.63",-3.42%
2022-02-24,"1,361.39",2.54%
2022-02-25,"1,387.08",1.89%
2022-02-28,"1,395.46",0.60%
2022-03-01,"1,376.75",-1.34%
2022-03-02,"1,403.51",1.94%
2022-03-03,"1,371.33",-2.29%
2022-03-04,"1,350.60",-1.51%
2022-03-07,"1,285.79",-4.80%
2022-03-08,"1,286.51",0.06%
2022-03-09,"1,324.23",2.93%
2022-03-10,"1,339.59",1.16%
2022-03-11,"1,315.58",-1.79%
2022-03-14,"1,292.55",-1.75%
2022-03-15,"1,336.34",3.39%
2022-03-16,"1,381.12",3.35%
2022-03-17,"1,406.86",1.86%
2022-03-18,"1,437.52",2.18%
2022-03-21,"1,426.62",-0.76%
2022-03-22,"1,461.51",2.45%
2022-03-23,"1,443.52",-1.23%
2022-03-24,"1,454.10",0.73%
2022-03-25,"1,452.85",-0.09%
2022-03-28,"1,491.67",2.67%
2022-03-29,"1,514.67",1.54%
2022-03-30,"1,491.74",-1.51%
2022-03-31,"1,462.69",-1.95%
2022-04-01,"1,465.81",0.21%
2022-04-04,"1,499.93",2.33%
2022-04-05,"1,464.66",-2.35%
2022-04-06,"1,426.11",-2.63%
2022-04-07,"1,431.67",0.39%
2022-04-08,"1,417.79",-0.97%
2022-04-11,"1,390.93",-1.89%
2022-04-12,"1,393.73",0.20%
2022-04-13,"1,428.73",2.51%
2022-04-14,"1,406.28",-1.57%
2022-04-18,"1,411.01",0.34%
2022-04-19,"1,452.09",2.91%
2022-04-20,"1,432.40",-1.36%
2022-04-21,"1,414.75",-1.23%
2022-04-22,"1,381.16",-2.37%
2022-04-25,"1,391.88",0.78%
2022-04-27,"1,321.53",-5.05%
2022-04-29,"1,272.15",-3.74%
2022-05-02,"1,289.46",1.36%
2022-05-03,"1,285.71",-0.29%
2022-05-04,"1,322.39",2.85%
2022-05-05,"1,245.49",-5.82%
2022-05-06,"1,229.22",-1.31%
2022-05-09,"1,176.90",-4.26%
2022-05-10,"1,173.40",-0.30%
2022-05-11,"1,131.55",-3.57%
2022-05-12,"1,140.55",0.80%
2022-05-13,"1,187.30",4.10%
2022-05-16,"1,162.17",-2.12%
2022-05-17,"1,193.30",2.68%
2022-05-18,"1,114.57",-6.60%
2022-05-19,"1,116.01",0.13%
2022-05-20,"1,098.91",-1.53%
2022-05-23,"1,105.91",0.64%
2022-05-24,"1,077.39",-2.58%
2022-05-25,"1,107.37",2.78%
2022-05-26,"1,160.27",4.78%
2022-05-27,"1,200.50",3.47%
2022-05-31,"1,209.68",0.76%
2022-06-01,"1,199.49",-0.84%
2022-06-02,"1,235.79",3.03%
2022-06-03,"1,200.56",-2.85%
2022-06-06,"1,212.90",1.03%
2022-06-07,"1,208.40",-0.37%
2022-06-08,"1,200.18",-0.68%
2022-06-09,"1,176.70",-1.96%
2022-06-10,"1,127.72",-4.16%
2022-06-13,"1,075.20",-4.66%
2022-06-14,"1,072.55",-0.25%
2022-06-15,"1,104.97",3.02%
2022-06-16,"1,052.38",-4.76%
2022-06-17,"1,065.21",1.22%
2022-06-21,"1,095.27",2.82%
2022-06-22,"1,093.76",-0.14%
2022-06-23,"1,111.48",1.62%
2022-06-24,"1,153.04",3.74%
2022-06-27,"1,140.53",-1.08%
2022-06-28,"1,094.58",-4.03%
2022-06-29,"1,094.65",0.01%
2022-06-30,"1,077.78",-1.54%
2022-07-01,"1,098.96",1.97%
2022-07-05,"1,124.00",2.28%
2022-07-06,"1,121.30",-0.24%
2022-07-07,"1,149.16",2.48%
2022-07-08,"1,148.97",-0.02%
2022-07-11,"1,117.23",-2.76%
2022-07-12,"1,109.08",-0.73%
2022-07-13,"1,118.62",0.86%
2022-07-14,"1,117.90",-0.06%
2022-07-15,"1,136.97",1.71%
2022-07-18,"1,139.45",0.22%
2022-07-19,"1,174.62",3.09%
2022-07-20,"1,195.35",1.76%
2022-07-21,"1,222.21",2.25%
2022-07-22,"1,214.18",-0.66%
2022-07-25,"1,203.88",-0.85%
2022-07-26,"1,164.09",-3.31%
2022-07-27,"1,208.91",3.85%
2022-07-28,"1,229.07",1.67%
2022-07-29,"1,281.51",4.27%
2022-08-01,"1,288.07",0.51%
2022-08-02,"1,279.01",-0.70%
2022-08-03,"1,311.19",2.52%
2022-08-04,"1,318.30",0.54%
2022-08-05,"1,296.45",-1.66%
2022-08-08,"1,300.29",0.30%
2022-08-09,"1,280.32",-1.54%
2022-08-10,"1,317.11",2.87%
2022-08-11,"1,308.41",-0.66%
2022-08-12,"1,338.45",2.30%
2022-08-15,"1,346.60",0.61%
2022-08-16,"1,361.28",1.09%
2022-08-17,"1,346.02",-1.12%
2022-08-18,"1,345.50",-0.04%
2022-08-19,"1,317.25",-2.10%
2022-08-22,"1,279.80",-2.84%
2022-08-23,"1,283.91",0.32%
2022-08-24,"1,288.69",0.37%
2022-08-25,"1,305.34",1.29%
2022-08-26,"1,254.71",-3.88%
2022-08-29,"1,247.91",-0.54%
2022-08-30,"1,234.06",-1.11%
2022-08-31,"1,221.06",-1.05%
2022-09-01,"1,231.63",0.87%
2022-09-02,"1,221.30",-0.84%
2022-09-06,"1,217.26",-0.33%
2022-09-07,"1,254.70",3.08%
2022-09-09,"1,289.97",2.81%
2022-09-12,"1,307.33",1.35%
2022-09-13,"1,239.14",-5.22%
2022-09-14,"1,255.20",1.30%
2022-09-15,"1,246.84",-0.67%
2022-09-16,"1,236.40",-0.84%
2022-09-19,"1,253.01",1.34%
2022-09-20,"1,231.86",-1.69%
2022-09-21,"1,202.64",-2.37%
2022-09-22,"1,176.63",-2.16%
2022-09-23,"1,149.64",-2.29%
2022-09-26,"1,147.57",-0.18%
2022-09-27,"1,150.92",0.29%
2022-09-28,"1,183.21",2.81%
2022-09-29,"1,143.25",-3.38%
2022-09-30,"1,122.31",-1.83%
2022-10-03,"1,125.04",0.24%
2022-10-04,"1,165.04",3.56%
2022-10-05,"1,158.71",-0.54%
2022-10-06,"1,150.47",-0.71%
2022-10-07,"1,109.73",-3.54%
2022-10-10,"1,102.95",-0.61%
2022-10-11,"1,093.99",-0.81%
2022-10-12,"1,096.54",0.23%
2022-10-13,"1,107.27",0.98%
2022-10-14,"1,064.35",-3.88%
2022-10-17,"1,109.37",4.23%
2022-10-18,"1,125.10",1.42%
2022-10-19,"1,111.87",-1.18%
2022-10-20,"1,092.49",-1.74%
2022-10-21,"1,124.42",2.92%
2022-10-24,"1,129.80",0.48%
2022-10-25,"1,156.26",2.34%
2022-10-26,"1,144.03",-1.06%
2022-10-27,"1,135.78",-0.72%
2022-10-28,"1,132.37",-0.30%
2022-10-31,"1,124.52",-0.69%
2022-11-01,"1,109.34",-1.35%
2022-11-02,"1,067.26",-3.79%
2022-11-03,"1,057.84",-0.88%
2022-11-04,"1,066.96",0.86%
2022-11-07,"1,060.39",-0.62%
2022-11-08,"1,057.18",-0.30%
2022-11-09,"1,024.24",-3.12%
2022-11-10,"1,103.07",7.70%
2022-11-11,"1,130.23",2.46%
2022-11-14,"1,110.93",-1.71%
2022-11-15,"1,124.69",1.24%
2022-11-16,"1,108.27",-1.46%
2022-11-17,"1,094.22",-1.27%
2022-11-18,"1,094.65",0.04%
2022-11-21,"1,079.21",-1.41%
2022-11-22,"1,091.89",1.17%
2022-11-23,"1,106.37",1.33%
2022-11-25,"1,107.04",0.06%
2022-11-28,"1,100.38",-0.60%
2022-11-29,"1,095.49",-0.44%
2022-11-30,"1,133.65",3.48%
2022-12-01,"1,132.42",-0.11%
2022-12-02,"1,130.29",-0.19%
2022-12-05,"1,096.92",-2.95%
2022-12-06,"1,079.12",-1.62%
2022-12-07,"1,073.98",-0.48%
2022-12-08,"1,085.24",1.05%
2022-12-09,"1,079.62",-0.52%
2022-12-12,"1,083.79",0.39%
2022-12-13,"1,085.93",0.20%
2022-12-14,"1,078.04",-0.73%
2022-12-15,"1,058.81",-1.78%
2022-12-16,"1,040.40",-1.74%
2022-12-19,"1,023.14",-1.66%
2022-12-20,"1,011.57",-1.13%
2022-12-21,"1,027.58",1.58%
2022-12-22,"1,000.97",-2.59%
2022-12-23,"1,008.10",0.71%
2022-12-27,991.55,-1.64%
2022-12-28,983.06,-0.86%
2022-12-29,"1,008.32",2.57%
2022-12-30,"1,005.48",-0.28%
2023-01-03,999.54,-0.59%
2023-01-04,"1,013.67",1.41%
2023-01-05,"1,004.03",-0.95%
2023-01-06,"1,028.10",2.40%
2023-01-09,"1,033.93",0.57%
2023-01-10,"1,046.97",1.26%
2023-01-11,"1,075.02",2.68%
2023-01-12,"1,076.86",0.17%
2023-01-13,"1,087.35",0.97%
2023-01-17,"1,088.11",0.07%
2023-01-18,"1,073.99",-1.30%
2023-01-19,"1,055.81",-1.69%
2023-01-20,"1,081.81",2.46%
2023-01-23,"1,098.79",1.57%
2023-01-24,"1,096.90",-0.17%
2023-01-25,"1,102.83",0.54%
2023-01-26,"1,125.24",2.03%
2023-01-27,"1,150.81",2.27%
2023-01-30,"1,131.09",-1.71%
2023-01-31,"1,156.22",2.22%
2023-02-01,"1,178.10",1.89%
2023-02-02,"1,214.42",3.08%
2023-02-03,"1,176.67",-3.11%
2023-02-06,"1,175.12",-0.13%
2023-02-07,"1,177.70",0.22%
2023-02-08,"1,167.17",-0.89%
2023-02-09,"1,164.75",-0.21%
2023-02-10,"1,150.55",-1.22%
2023-02-13,"1,167.37",1.46%
2023-02-14,"1,181.11",1.18%
2023-02-15,"1,194.85",1.16%
2023-02-16,"1,168.99",-2.16%
2023-02-17,"1,169.45",0.04%
2023-02-21,"1,130.38",-3.34%
2023-02-22,"1,136.21",0.52%
2023-02-23,"1,135.21",-0.09%
2023-02-24,"1,117.47",-1.56%
2023-02-27,"1,130.63",1.18%
2023-02-28,"1,130.01",-0.05%
2023-03-01,"1,115.49",-1.28%
2023-03-02,"1,111.95",-0.32%
2023-03-03,"1,135.50",2.12%
2023-03-06,"1,127.45",-0.71%
2023-03-07,"1,112.05",-1.37%
2023-03-08,"1,109.19",-0.26%
2023-03-09,"1,083.03",-2.36%
2023-03-10,"1,072.43",-0.98%
2023-03-13,"1,074.90",0.23%
2023-03-14,"1,093.24",1.71%
2023-03-15,"1,090.94",-0.21%
2023-03-16,"1,111.48",1.88%
2023-03-17,"1,097.66",-1.24%
2023-03-20,"1,101.95",0.39%
2023-03-21,"1,131.84",2.71%
2023-03-22,"1,106.94",-2.20%
2023-03-23,"1,106.39",-0.05%
2023-03-24,"1,102.47",-0.35%
2023-03-27,"1,104.44",0.18%
2023-03-28,"1,103.20",-0.11%
2023-03-29,"1,124.22",1.91%
2023-03-30,"1,134.30",0.90%
2023-03-31,"1,163.98",2.62%
2023-04-03,"1,153.35",-0.91%
2023-04-04,"1,152.52",-0.07%
2023-04-05,"1,129.03",-2.04%
2023-04-06,"1,129.59",0.05%
2023-04-10,"1,134.39",0.42%
2023-04-11,"1,134.57",0.02%
2023-04-12,"1,117.09",-1.54%
2023-04-13,"1,142.93",2.31%
2023-04-14,"1,144.40",0.13%
2023-04-17,"1,152.15",0.68%
2023-04-18,"1,153.59",0.12%
2023-04-19,"1,153.85",0.02%
2023-04-20,"1,136.78",-1.48%
2023-04-21,"1,150.47",1.20%
2023-04-24,"1,149.64",-0.07%
2023-04-25,"1,126.10",-2.05%
2023-04-26,"1,121.81",-0.38%
2023-04-27,"1,152.85",2.77%
2023-04-28,"1,152.42",-0.04%
2023-05-01,"1,140.15",-1.06%
2023-05-02,"1,141.94",0.16%
2023-05-03,"1,133.79",-0.71%
2023-05-04,"1,125.90",-0.70%
2023-05-05,"1,148.40",2.00%
2023-05-08,"1,151.90",0.30%
2023-05-09,"1,152.10",0.02%
2023-05-10,"1,159.34",0.63%
2023-05-11,"1,165.73",0.55%
2023-05-12,"1,155.36",-0.89%
2023-05-15,"1,156.98",0.14%
2023-05-16,"1,154.05",-0.25%
2023-05-17,"1,177.59",2.04%
2023-05-18,"1,195.75",1.54%
2023-05-19,"1,185.73",-0.84%
2023-05-22,"1,181.37",-0.37%
2023-05-23,"1,171.09",-0.87%
2023-05-24,"1,168.38",-0.23%
2023-05-25,"1,162.34",-0.52%
2023-05-26,"1,190.01",2.38%
2023-05-30,"1,199.02",0.76%
2023-05-31,"1,188.04",-0.92%
2023-06-01,"1,202.50",1.22%
2023-06-02,"1,228.92",2.20%
2023-06-05,"1,233.19",0.35%
2023-06-06,"1,245.44",0.99%
2023-06-07,"1,234.14",-0.91%
2023-06-08,"1,253.45",1.56%
2023-06-09,"1,258.94",0.44%
2023-06-12,"1,280.79",1.74%
2023-06-13,"1,293.65",1.00%
2023-06-14,"1,292.23",-0.11%
2023-06-15,"1,301.04",0.68%
2023-06-16,"1,298.65",-0.18%
2023-06-20,"1,308.39",0.75%
2023-06-21,"1,293.07",-1.17%
2023-06-22,"1,312.91",1.53%
2023-06-23,"1,298.40",-1.11%
2023-06-26,"1,282.20",-1.25%
2023-06-27,"1,308.58",2.06%
2023-06-28,"1,311.84",0.25%
2023-06-29,"1,312.58",0.06%
2023-06-30,"1,330.54",1.37%
2023-07-03,"1,344.84",1.07%
2023-07-05,"1,345.97",0.08%
2023-07-06,"1,323.82",-1.65%
2023-07-07,"1,326.17",0.18%
2023-07-10,"1,327.60",0.11%
2023-07-11,"1,338.99",0.86%
2023-07-12,"1,351.81",0.96%
2023-07-13,"1,366.41",1.08%
2023-07-14,"1,370.10",0.27%
2023-07-17,"1,374.46",0.32%
2023-07-18,"1,378.25",0.28%
2023-07-19,"1,385.45",0.52%
2023-07-20,"1,338.34",-3.40%
2023-07-21,"1,338.83",0.04%
2023-07-24,"1,345.84",0.52%
2023-07-25,"1,342.80",-0.23%
2023-07-26,"1,341.96",-0.06%
2023-07-27,"1,330.34",-0.87%
2023-07-28,"1,354.99",1.85%
2023-07-31,"1,362.52",0.56%
2023-08-01,"1,346.88",-1.15%
2023-08-02,"1,322.05",-1.84%
2023-08-03,"1,326.59",0.34%
2023-08-04,"1,351.90",1.91%
2023-08-07,"1,366.76",1.10%
2023-08-08,"1,354.90",-0.87%
2023-08-09,"1,338.64",-1.20%
2023-08-10,"1,342.32",0.27%
2023-08-11,"1,338.53",-0.28%
2023-08-14,"1,343.80",0.39%
2023-08-15,"1,325.41",-1.37%
2023-08-16,"1,308.55",-1.27%
2023-08-17,"1,287.83",-1.58%
2023-08-18,"1,283.67",-0.32%
2023-08-21,"1,298.40",1.15%
2023-08-22,"1,299.58",0.09%
2023-08-23,"1,310.37",0.83%
2023-08-24,"1,284.07",-2.01%
2023-08-25,"1,298.21",1.10%
2023-08-28,"1,302.98",0.37%
2023-08-29,"1,333.64",2.35%
2023-08-30,"1,338.04",0.33%
2023-08-31,"1,344.81",0.51%
2023-09-01,"1,337.52",-0.54%
2023-09-05,"1,336.36",-0.09%
2023-09-06,"1,323.38",-0.97%
2023-09-07,"1,330.02",0.50%
2023-09-08,"1,330.46",0.03%
2023-09-11,"1,367.31",2.77%
2023-09-12,"1,355.07",-0.90%
2023-09-13,"1,367.22",0.90%
2023-09-14,"1,379.21",0.88%
2023-09-15,"1,353.31",-1.88%
2023-09-18,"1,339.68",-1.01%
2023-09-19,"1,331.01",-0.65%
2023-09-20,"1,316.47",-1.09%
2023-09-21,"1,278.57",-2.88%
2023-09-22,"1,267.40",-0.87%
2023-09-25,"1,275.84",0.67%
2023-09-26,"1,249.98",-2.03%
2023-09-27,"1,245.24",-0.38%
2023-09-28,"1,257.30",0.97%
2023-09-29,"1,264.00",0.53%
2023-10-02,"1,267.60",0.28%
2023-10-03,"1,234.72",-2.59%
2023-10-04,"1,259.10",1.97%
2023-10-05,"1,251.95",-0.57%
2023-10-06,"1,260.72",0.70%
2023-10-09,"1,262.98",0.18%
2023-10-10,"1,276.75",1.09%
2023-10-11,"1,282.90",0.48%
2023-10-12,"1,270.66",-0.95%
2023-10-13,"1,252.16",-1.46%
2023-10-16,"1,272.81",1.65%
2023-10-17,"1,273.59",0.06%
2023-10-18,"1,243.93",-2.33%
2023-10-19,"1,216.55",-2.20%
2023-10-20,"1,196.39",-1.66%
2023-10-23,"1,198.95",0.21%
2023-10-24,"1,211.39",1.04%
2023-10-25,"1,182.29",-2.40%
2023-10-26,"1,163.81",-1.56%
2023-10-27,"1,183.57",1.70%
2023-10-30,"1,198.53",1.26%
2023-10-31,"1,207.03",0.71%
2023-11-01,"1,224.35",1.43%
2023-11-02,"1,253.70",2.40%
2023-11-03,"1,268.86",1.21%
2023-11-06,"1,271.20",0.18%
2023-11-07,"1,286.30",1.19%
2023-11-08,"1,283.04",-0.25%
2023-11-09,"1,259.72",-1.82%
2023-11-10,"1,280.59",1.66%
2023-11-13,"1,284.31",0.29%
2023-11-14,"1,326.91",3.32%
2023-11-15,"1,326.39",-0.04%
2023-11-16,"1,314.32",-0.91%
2023-11-17,"1,323.93",0.73%
2023-11-20,"1,330.78",0.52%
2023-11-21,"1,325.78",-0.38%
2023-11-22,"1,332.36",0.50%
2023-11-24,"1,334.14",0.13%
2023-11-27,"1,336.71",0.19%
2023-11-28,"1,343.90",0.54%
2023-11-29,"1,339.14",-0.35%
2023-11-30,"1,336.91",-0.17%
2023-12-01,"1,353.94",1.27%
2023-12-04,"1,347.65",-0.46%
2023-12-05,"1,351.92",0.32%
2023-12-06,"1,351.44",-0.04%
2023-12-07,"1,363.54",0.90%
2023-12-08,"1,369.43",0.43%
2023-12-11,"1,371.13",0.12%
2023-12-12,"1,376.60",0.40%
2023-12-13,"1,395.22",1.35%
2023-12-14,"1,410.22",1.08%
2023-12-15,"1,416.96",0.48%
2023-12-18,"1,428.18",0.79%
2023-12-19,"1,438.20",0.70%
2023-12-20,"1,413.11",-1.74%
2023-12-21,"1,433.50",1.44%
2023-12-22,"1,424.21",-0.65%
2023-12-26,"1,429.19",0.35%
2023-12-27,"1,432.99",0.27%
2023-12-28,"1,427.14",-0.41%
2023-12-29,"1,418.09",-0.63%
2024-01-02,"1,405.01",-0.92%
2024-01-03,"1,378.56",-1.88%
2024-01-04,"1,365.24",-0.97%
2024-01-05,"1,369.16",0.29%
2024-01-08,"1,393.36",1.77%
2024-01-09,"1,391.47",-0.14%
2024-01-10,"1,405.16",0.98%
2024-01-11,"1,404.75",-0.03%
2024-01-12,"1,390.05",-1.05%
2024-01-16,"1,387.23",-0.20%
2024-01-17,"1,374.59",-0.91%
2024-01-18,"1,383.09",0.62%
2024-01-19,"1,397.23",1.02%
2024-01-22,"1,389.99",-0.52%
2024-01-23,"1,388.01",-0.14%
2024-01-24,"1,384.65",-0.24%
2024-01-25,"1,370.13",-1.05%
2024-01-26,"1,377.67",0.55%
2024-01-29,"1,396.54",1.37%
2024-01-30,"1,393.51",-0.22%
2024-01-31,"1,367.70",-1.85%
2024-02-01,"1,394.73",1.98%
2024-02-02,"1,429.55",2.50%
2024-02-05,"1,410.75",-1.32%
2024-02-06,"1,415.99",0.37%
2024-02-07,"1,431.92",1.13%
2024-02-08,"1,436.11",0.29%
2024-02-09,"1,450.31",0.99%
2024-02-12,"1,446.31",-0.28%
2024-02-13,"1,417.96",-1.96%
2024-02-14,"1,432.44",1.02%
2024-02-15,"1,445.11",0.88%
2024-02-16,"1,439.11",-0.42%
2024-02-20,"1,424.65",-1.00%
2024-02-21,"1,434.95",0.72%
2024-02-22,"1,466.32",2.19%
2024-02-23,"1,461.27",-0.34%
2024-02-26,"1,464.59",0.23%
2024-02-27,"1,467.35",0.19%
2024-02-28,"1,472.04",0.32%
2024-02-29,"1,485.31",0.90%
2024-03-01,"1,491.02",0.38%
2024-03-04,"1,472.03",-1.27%
2024-03-05,"1,452.75",-1.31%
2024-03-06,"1,447.08",-0.39%
2024-03-07,"1,459.66",0.87%
2024-03-08,"1,452.39",-0.50%
2024-03-11,"1,445.24",-0.49%
2024-03-12,"1,459.59",0.99%
2024-03-13,"1,458.03",-0.11%
2024-03-14,"1,451.69",-0.43%
2024-03-15,"1,435.10",-1.14%
2024-03-18,"1,443.98",0.62%
2024-03-19,"1,456.42",0.86%
2024-03-20,"1,477.59",1.45%
2024-03-21,"1,484.43",0.46%
2024-03-22,"1,475.13",-0.63%
2024-03-25,"1,471.97",-0.21%
2024-03-26,"1,471.29",-0.05%
2024-03-27,"1,487.53",1.10%
2024-03-28,"1,485.49",-0.14%
2024-04-01,"1,476.47",-0.61%
2024-04-02,"1,457.63",-1.28%
2024-04-03,"1,460.80",0.22%
2024-04-04,"1,443.88",-1.16%
2024-04-05,"1,457.52",0.94%
2024-04-08,"1,468.41",0.75%
2024-04-09,"1,475.21",0.46%
2024-04-10,"1,457.61",-1.19%
2024-04-11,"1,471.25",0.94%
2024-04-12,"1,447.58",-1.61%
2024-04-15,"1,424.15",-1.62%
2024-04-16,"1,416.78",-0.52%
2024-04-17,"1,408.76",-0.57%
2024-04-18,"1,398.81",-0.71%
2024-04-19,"1,382.14",-1.19%
2024-04-22,"1,391.28",0.66%
2024-04-23,"1,407.74",1.18%
2024-04-24,"1,414.72",0.50%
2024-04-25,"1,411.90",-0.20%
2024-04-26,"1,430.49",1.32%
2024-04-29,"1,459.57",2.03%
2024-04-30,"1,420.81",-2.66%
2024-05-01,"1,420.56",-0.02%
2024-05-02,"1,443.05",1.58%
2024-05-06,"1,468.71",1.78%
2024-05-07,"1,460.52",-0.56%
2024-05-08,"1,454.59",-0.41%
2024-05-09,"1,464.58",0.69%
2024-05-10,"1,455.72",-0.60%
2024-05-13,"1,452.56",-0.22%
2024-05-14,"1,458.93",0.44%
2024-05-15,"1,458.87",0.00%
2024-05-16,"1,447.87",-0.75%
2024-05-17,"1,454.92",0.49%
2024-05-20,"1,444.45",-0.72%
2024-05-21,"1,451.49",0.49%
2024-05-22,"1,439.19",-0.85%
2024-05-23,"1,417.34",-1.52%
2024-05-24,"1,427.98",0.75%
2024-05-28,"1,426.67",-0.09%
2024-05-29,"1,418.70",-0.56%
2024-05-30,"1,421.31",0.18%
2024-05-31,"1,423.51",0.15%
2024-06-03,"1,425.53",0.14%
2024-06-04,"1,427.99",0.17%
2024-06-05,"1,437.51",0.67%
2024-06-06,"1,451.47",0.97%
2024-06-07,"1,445.29",-0.43%
2024-06-10,"1,452.68",0.51%
2024-06-11,"1,449.54",-0.22%
2024-06-12,"1,461.78",0.84%
2024-06-13,"1,458.79",-0.20%
2024-06-14,"1,449.13",-0.66%
2024-06-17,"1,469.92",1.43%
2024-06-18,"1,463.71",-0.42%
2024-06-20,"1,470.36",0.45%
2024-06-21,"1,485.29",1.02%
2024-06-24,"1,474.31",-0.74%
2024-06-25,"1,470.16",-0.28%
2024-06-26,"1,499.31",1.98%
2024-06-27,"1,512.77",0.90%
2024-06-28,"1,492.14",-1.36%
2024-07-01,"1,503.07",0.73%
2024-07-02,"1,530.24",1.81%
2024-07-03,"1,535.11",0.32%
2024-07-05,"1,548.12",0.85%
2024-07-08,"1,548.04",-0.01%
2024-07-09,"1,552.03",0.26%
2024-07-10,"1,562.18",0.65%
2024-07-11,"1,539.15",-1.47%
2024-07-12,"1,553.98",0.96%
2024-07-15,"1,549.21",-0.31%
2024-07-16,"1,572.55",1.51%
2024-07-17,"1,544.32",-1.80%
2024-07-18,"1,524.55",-1.28%
2024-07-19,"1,512.32",-0.80%
2024-07-22,"1,525.50",0.87%
2024-07-23,"1,525.74",0.02%
2024-07-24,"1,466.33",-3.89%
2024-07-25,"1,460.10",-0.42%
2024-07-26,"1,477.22",1.17%
2024-07-29,"1,498.16",1.42%
2024-07-30,"1,489.94",-0.55%
2024-07-31,"1,516.58",1.79%
2024-08-01,"1,482.39",-2.25%
2024-08-02,"1,414.01",-4.61%
2024-08-05,"1,370.56",-3.07%
2024-08-06,"1,384.87",1.04%
2024-08-07,"1,364.91",-1.44%
2024-08-08,"1,394.02",2.13%
2024-08-09,"1,399.68",0.41%
2024-08-12,"1,394.63",-0.36%
2024-08-13,"1,428.42",2.42%
2024-08-14,"1,422.60",-0.41%
2024-08-15,"1,470.63",3.38%
2024-08-16,"1,472.66",0.14%
2024-08-19,"1,489.39",1.14%
2024-08-20,"1,489.12",-0.02%
2024-08-21,"1,506.63",1.18%
2024-08-22,"1,478.44",-1.87%
2024-08-23,"1,503.57",1.70%
2024-08-26,"1,491.43",-0.81%
2024-08-27,"1,484.41",-0.47%
2024-08-28,"1,468.89",-1.05%
2024-08-29,"1,471.84",0.20%
2024-08-30,"1,500.16",1.92%
2024-09-03,"1,479.30",-1.39%
2024-09-04,"1,478.49",-0.05%
2024-09-05,"1,499.33",1.41%
2024-09-06,"1,457.25",-2.81%
2024-09-09,"1,481.00",1.63%
2024-09-10,"1,501.63",1.39%
2024-09-11,"1,521.48",1.32%
2024-09-12,"1,538.95",1.15%
2024-09-13,"1,546.78",0.51%
2024-09-16,"1,541.84",-0.32%
2024-09-17,"1,551.35",0.62%
2024-09-18,"1,548.43",-0.19%
2024-09-19,"1,582.45",2.20%
2024-09-20,"1,582.22",-0.01%
2024-09-23,"1,602.81",1.30%
2024-09-24,"1,615.03",0.76%
2024-09-25,"1,608.97",-0.38%
2024-09-26,"1,611.15",0.14%
2024-09-27,"1,609.92",-0.08%
2024-09-30,"1,605.41",-0.28%
2024-10-01,"1,597.25",-0.51%
2024-10-02,"1,584.84",-0.78%
2024-10-03,"1,564.63",-1.28%
2024-10-04,"1,589.97",1.62%
2024-10-07,"1,559.45",-1.92%
2024-10-08,"1,575.63",1.04%
2024-10-09,"1,587.08",0.73%
2024-10-10,"1,583.00",-0.26%
2024-10-11,"1,576.52",-0.41%
2024-10-14,"1,580.31",0.24%
2024-10-15,"1,583.51",0.20%
2024-10-16,"1,588.58",0.32%
2024-10-17,"1,588.60",0.00%
2024-10-18,"1,595.78",0.45%
2024-10-21,"1,585.54",-0.64%
2024-10-22,"1,581.21",-0.27%
2024-10-23,"1,552.44",-1.82%
2024-10-24,"1,602.74",3.24%
2024-10-25,"1,610.51",0.48%
2024-10-28,"1,612.48",0.12%
2024-10-29,"1,609.26",-0.20%
2024-10-30,"1,609.44",0.01%
2024-10-31,"1,580.24",-1.81%
2024-11-01,"1,618.22",2.40%
2024-11-04,"1,608.37",-0.61%
2024-11-05,"1,637.75",1.83%
2024-11-06,"1,697.06",3.62%
2024-11-07,"1,720.39",1.37%
2024-11-08,"1,741.51",1.23%
2024-11-11,"1,772.07",1.75%
2024-11-12,"1,752.64",-1.10%
2024-11-13,"1,772.70",1.14%
2024-11-14,"1,745.48",-1.54%
2024-11-15,"1,721.70",-1.36%
2024-11-18,"1,736.30",0.85%
2024-11-19,"1,743.67",0.42%
2024-11-20,"1,733.68",-0.57%
2024-11-21,"1,728.46",-0.30%
2024-11-22,"1,748.90",1.18%
2024-11-25,"1,766.25",0.99%
2024-11-26,"1,782.17",0.90%
2024-11-27,"1,769.79",-0.69%
2024-11-29,"1,789.44",1.11%
2024-12-02,"1,808.41",1.06%
2024-12-03,"1,810.82",0.13%
2024-12-04,"1,832.47",1.20%
2024-12-05,"1,849.89",0.95%
2024-12-06,"1,894.19",2.39%
2024-12-09,"1,887.88",-0.33%
2024-12-10,"1,890.55",0.14%
2024-12-11,"1,928.82",2.02%
2024-12-12,"1,912.67",-0.84%
2024-12-13,"1,920.70",0.42%
2024-12-16,"1,954.20",1.74%
2024-12-17,"1,959.72",0.28%
2024-12-18,"1,866.84",-4.74%
2024-12-19,"1,868.28",0.08%
2024-12-20,"1,870.88",0.14%
2024-12-23,"1,878.65",0.42%
2024-12-24,"1,927.87",2.62%
2024-12-26,"1,915.53",-0.64%
2024-12-27,"1,879.21",-1.90%
2024-12-30,"1,849.31",-1.59%
2024-12-31,"1,831.16",-0.98%
2025-01-02,"1,807.98",-1.27%
2025-01-03,"1,851.81",2.42%
2025-01-06,"1,863.12",0.61%
