date,amzn,amzn_volume,amzn_change_pct,ixic,ixic_volume,ixic_change_pct,nasdaqndxt,sp500_25,sp500_25_change_pct,spx,spx_change_pct,vixcls,vxazn,amzn_lag1,amzn_delta,amzn_volume_lag1,amzn_volume_delta,amzn_change_pct_lag1,amzn_change_pct_delta,ixic_lag1,ixic_delta,ixic_volume_lag1,ixic_volume_delta,ixic_change_pct_lag1,ixic_change_pct_delta,nasdaqndxt_lag1,nasdaqndxt_delta,sp500_25_lag1,sp500_25_delta,sp500_25_change_pct_lag1,sp500_25_change_pct_delta,spx_lag1,spx_delta,spx_change_pct_lag1,spx_change_pct_delta,vixcls_lag1,vixcls_delta,vxazn_lag1,vxazn_delta,amzn_next_return,stage1_significant,stage2_direction,label
2020-08-05,160.25,18.179882270122082,2.11,10998.4,20.603366815294844,0.52,6424.57,1165.04,1.4,3327.8,0.64,22.99,37.05,156.94,3.31,18.357634452885492,-15290000.0,0.87,1.24,10941.17,57.23,20.602272655405752,970000.0,0.35,0.17,6434.51,-9.94,1148.91,16.13,0.82,0.58,3306.5,21.3,0.36,0.28,23.76,-0.77,37.17,-0.12,0.0062,0,1,Neutral
2020-08-06,161.25,18.18255046301858,0.62,11108.07,20.59134457707643,1.0,6415.15,1170.85,0.5,3349.2,0.64,22.65,35.98,160.25,1.0,18.179882270122082,210000.0,2.11,-1.49,10998.4,109.67,20.603366815294844,-10600000.0,0.52,0.48,6424.57,-9.42,1165.04,5.81,1.4,-0.9,3327.8,21.4,0.64,0.0,22.99,-0.34,37.05,-1.07,-0.0179,1,0,Negative
2020-08-07,158.37,18.181407823411526,-1.79,11010.98,20.60794476928318,-0.87,6330.84,1167.41,-0.29,3351.3,0.06,22.21,37.92,161.25,-2.88,18.18255046301858,-90000.0,0.62,-2.41,11108.07,-97.09,20.59134457707643,14670000.0,1.0,-1.87,6415.15,-84.31,1170.85,-3.44,0.5,-0.79,3349.2,2.1,0.64,-0.58,22.65,-0.44,35.98,1.94,-0.0061,0,0,Neutral
2020-08-10,157.41,17.964185480516743,-0.61,10968.36,20.612155490425497,-0.39,6310.44,1175.4,0.68,3360.5,0.27,22.13,37.97,158.37,-0.96,18.181407823411526,-15370000.0,-1.79,1.18,11010.98,-42.62,20.60794476928318,3760000.0,-0.87,0.48,6330.84,-20.4,1167.41,7.99,-0.29,0.97,3351.3,9.2,0.06,0.21,22.21,-0.08,37.92,0.05,-0.0215,1,0,Negative
2020-08-11,154.03,18.124428734265607,-2.15,10782.82,20.692012500822944,-1.69,6224.3,1167.93,-0.64,3333.7,-0.8,24.03,37.89,157.41,-3.38,17.964185480516743,11010000.0,-0.61,-1.54,10968.36,-185.54,20.612155490425497,74390000.0,-0.39,-1.3,6310.44,-86.14,1175.4,-7.47,0.68,-1.32,3360.5,-26.8,0.27,-1.07,22.13,1.9,37.97,-0.08,0.0265,1,1,Positive
2020-08-12,158.11,18.071690496948534,2.65,11012.24,20.514481202443243,2.13,6360.46,1187.44,1.67,3380.3,1.4,22.28,35.23,154.03,4.08,18.124428734265607,-3820000.0,-2.15,4.8,10782.82,229.42,20.692012500822944,-157660000.0,-1.69,3.82,6224.3,136.16,1167.93,19.51,-0.64,2.31,3333.7,46.6,-0.8,2.2,24.03,-1.75,37.89,-2.66,-0.0004,0,0,Neutral
2020-08-13,158.05,17.95832778951521,-0.04,11042.5,20.436809680752134,0.27,6332.94,1186.76,-0.06,3373.4,-0.2,22.13,36.98,158.11,-0.06,18.071690496948534,-7560000.0,2.65,-2.69,11012.24,30.26,20.514481202443243,-60650000.0,2.13,-1.86,6360.46,-27.52,1187.44,-0.68,1.67,-1.73,3380.3,-6.9,1.4,-1.6,22.28,-0.15,35.23,1.75,-0.0041,0,0,Neutral
2020-08-14,157.4,17.82338906720785,-0.41,11019.3,20.40721172581056,-0.21,6304.57,1185.62,-0.1,3372.8,-0.02,22.05,34.99,158.05,-0.65,17.95832778951521,-7950000.0,-0.04,-0.37,11042.5,-23.2,20.436809680752134,-21900000.0,0.27,-0.48,6332.94,-28.37,1186.76,-1.14,-0.06,-0.04,3373.4,-0.6,-0.2,0.18,22.13,-0.08,36.98,-1.99,0.0109,0,1,Neutral
2020-08-17,159.12,17.801155721843486,1.09,11129.73,20.42383501880917,1.0,6372.03,1199.92,1.21,3382.0,0.27,21.35,34.18,157.4,1.72,17.82338906720785,-1210000.0,-0.41,1.5,11019.3,110.43,20.40721172581056,12220000.0,-0.21,1.21,6304.57,67.46,1185.62,14.3,-0.1,1.31,3372.8,9.2,-0.02,0.29,22.05,-0.7,34.99,-0.81,0.0408,1,1,Positive
2020-08-18,165.62,18.48759145858778,4.08,11210.84,20.417392639391014,0.73,6384.52,1217.44,1.46,3389.8,0.23,21.51,39.44,159.12,6.5,17.801155721843486,53100000.0,1.09,2.99,11129.73,81.11,20.42383501880917,-4760000.0,1.0,-0.27,6372.03,12.49,1199.92,17.52,1.21,0.25,3382.0,7.8,0.27,-0.04,21.35,0.16,34.18,5.26,-0.0157,1,0,Negative
2020-08-19,163.02,18.242749547407136,-1.57,11146.46,20.43856598126246,-0.57,6358.49,1208.71,-0.72,3374.8,-0.44,22.54,38.73,165.62,-2.6,18.48759145858778,-23220000.0,4.08,-5.65,11210.84,-64.38,20.417392639391014,15760000.0,0.73,-1.3,6384.52,-26.03,1217.44,-8.73,1.46,-2.18,3389.8,-15.0,0.23,-0.67,21.51,1.03,39.44,-0.71,0.0113,0,1,Neutral
2020-08-20,164.87,18.014965619592743,1.13,11264.95,20.537321727825663,1.06,6400.13,1210.45,0.14,3385.5,0.32,22.72,37.6,163.02,1.85,18.242749547407136,-17050000.0,-1.57,2.7,11146.46,118.49,20.43856598126246,78080000.0,-0.57,1.63,6358.49,41.64,1208.71,1.74,-0.72,0.86,3374.8,10.7,-0.44,0.76,22.54,0.18,38.73,-1.13,-0.0038,0,0,Neutral
2020-08-21,164.24,18.085487702811637,-0.38,11311.8,20.595387010994397,0.42,6408.71,1214.27,0.32,3397.2,0.35,22.54,39.01,164.87,-0.63,18.014965619592743,4870000.0,1.13,-1.51,11264.95,46.85,20.537321727825663,49640000.0,1.06,-0.64,6400.13,8.58,1210.45,3.82,0.14,0.18,3385.5,11.7,0.32,0.03,22.72,-0.18,37.6,1.41,0.0069,0,1,Neutral
2020-08-24,165.37,18.3516521682566,0.69,11379.72,20.54539436502074,0.6,6458.27,1230.04,1.3,3431.3,1.0,22.37,41.31,164.24,1.13,18.085487702811637,21810000.0,-0.38,1.07,11311.8,67.92,20.595387010994397,-42910000.0,0.42,0.18,6408.71,49.56,1214.27,15.77,0.32,0.98,3397.2,34.1,0.35,0.65,22.54,-0.17,39.01,2.3,0.0118,0,1,Neutral
2020-08-25,167.32,18.195785672121264,1.18,11466.47,20.394581199505843,0.76,6515.61,1236.56,0.53,3443.6,0.36,22.03,42.35,165.37,1.95,18.3516521682566,-13470000.0,0.69,0.49,11379.72,86.75,20.54539436502074,-117180000.0,0.6,0.16,6458.27,57.34,1230.04,6.52,1.3,-0.77,3431.3,12.3,1.0,-0.64,22.37,-0.34,41.31,1.04,0.0285,1,1,Positive
2020-08-26,172.09,18.684351854124905,2.85,11665.06,20.420280600773058,1.73,6611.03,1254.67,1.46,3478.7,1.02,23.27,43.93,167.32,4.77,18.195785672121264,50310000.0,1.18,1.67,11466.47,198.59,20.394581199505843,18740000.0,0.76,0.97,6515.61,95.42,1236.56,18.11,0.53,0.93,3443.6,35.1,0.36,0.66,22.03,1.24,42.35,1.58,-0.0121,0,0,Neutral
2020-08-27,170.0,18.261685024185237,-1.21,11625.34,20.466462085432358,-0.34,6557.04,1245.67,-0.72,3484.6,0.17,24.47,44.61,172.09,-2.09,18.684351854124905,-44870000.0,2.85,-4.06,11665.06,-39.72,20.420280600773058,34910000.0,1.73,-2.07,6611.03,-53.99,1254.67,-9.0,1.46,-2.18,3478.7,5.9,1.02,-0.85,23.27,1.2,43.93,0.68,0.0005,0,1,Neutral
2020-08-28,170.09,17.874918567564713,0.05,11695.63,20.358342685591587,0.6,6658.12,1251.82,0.49,3508.0,0.67,22.96,43.97,170.0,0.09,18.261685024185237,-27360000.0,-1.21,1.26,11625.34,70.29,20.466462085432358,-79270000.0,-0.34,0.94,6557.04,101.08,1245.67,6.15,-0.72,1.21,3484.6,23.4,0.17,0.5,24.47,-1.51,44.61,-0.64,0.0145,0,1,Neutral
2020-08-31,172.55,18.24298846748665,1.45,11775.46,20.661954105186496,0.68,6651.3,1253.91,0.17,3500.3,-0.22,26.41,43.99,170.09,2.46,17.874918567564713,25780000.0,0.05,1.4,11695.63,79.83,20.358342685591587,246280000.0,0.6,0.08,6658.12,-6.82,1251.82,2.09,0.49,-0.32,3508.0,-7.7,0.67,-0.89,22.96,3.45,43.97,0.02,0.014,0,1,Neutral
2020-09-01,174.96,18.057268886457482,1.4,11939.67,20.515761848850484,1.39,6781.63,1267.62,1.09,3526.7,0.75,26.12,44.02,172.55,2.41,18.24298846748665,-14190000.0,1.45,-0.05,11775.46,164.21,20.661954105186496,-127920000.0,0.68,0.71,6651.3,130.33,1253.91,13.71,0.17,0.92,3500.3,26.4,-0.22,0.97,26.41,-0.29,43.99,0.03,0.0092,0,1,Neutral
2020-09-02,176.57,18.18026387668549,0.92,12056.44,20.621830940397814,0.98,6915.12,1283.28,1.24,3580.8,1.53,26.57,46.88,174.96,1.61,18.057268886457482,9100000.0,1.4,-0.48,11939.67,116.77,20.515761848850484,90930000.0,1.39,-0.41,6781.63,133.49,1267.62,15.66,1.09,0.15,3526.7,54.1,0.75,0.78,26.12,0.45,44.02,2.86,-0.0463,1,0,Negative
2020-09-03,168.4,18.910609548132072,-4.63,11458.1,20.772056002068226,-4.96,6543.56,1237.57,-3.56,3455.1,-3.51,33.6,54.67,176.57,-8.17,18.18026387668549,84590000.0,0.92,-5.55,12056.44,-598.34,20.621830940397814,146460000.0,0.98,-5.94,6915.12,-371.56,1283.28,-45.71,1.24,-4.8,3580.8,-125.7,1.53,-5.04,26.57,7.03,46.88,7.79,-0.0218,1,0,Negative
2020-09-04,164.73,18.983947009351255,-2.18,11313.13,20.743068465222983,-1.27,6435.31,1220.14,-1.41,3427.0,-0.81,30.75,52.85,168.4,-3.67,18.910609548132072,12420000.0,-4.63,2.45,11458.1,-144.97,20.772056002068226,-30000000.0,-4.96,3.69,6543.56,-108.25,1237.57,-17.43,-3.56,2.15,3455.1,-28.1,-3.51,2.7,33.6,-2.85,54.67,-1.82,-0.044,1,0,Negative
2020-09-08,157.49,18.618547520286572,-4.4,10847.69,20.70726856112753,-4.11,6150.72,1194.69,-2.09,3331.8,-2.78,31.46,52.46,164.73,-7.24,18.983947009351255,-53760000.0,-2.18,-2.22,11313.13,-465.44,20.743068465222983,-35870000.0,-1.27,-2.84,6435.31,-284.59,1220.14,-25.45,-1.41,-0.68,3427.0,-95.2,-0.81,-1.97,30.75,0.71,52.85,-0.39,0.0377,1,1,Positive
2020-09-09,163.43,18.45768747921816,3.77,11141.56,20.57458019771052,2.71,6294.84,1222.32,2.31,3399.0,2.02,28.81,46.49,157.49,5.94,18.618547520286572,-18110000.0,-4.4,8.17,10847.69,293.87,20.70726856112753,-122290000.0,-4.11,6.82,6150.72,144.12,1194.69,27.63,-2.09,4.4,3331.8,67.2,-2.78,4.8,31.46,-2.65,52.46,-5.97,-0.0286,1,0,Negative
2020-09-10,158.76,18.48468788330664,-2.86,10919.59,20.615702898846944,-1.99,6191.42,1200.68,-1.77,3339.2,-1.76,29.71,46.31,163.43,-4.67,18.45768747921816,2840000.0,3.77,-6.63,11141.56,-221.97,20.57458019771052,36180000.0,2.71,-4.7,6294.84,-103.42,1222.32,-21.64,2.31,-4.08,3399.0,-59.8,2.02,-3.78,28.81,0.9,46.49,-0.18,-0.0186,1,0,Negative
2020-09-11,155.81,18.439306217890998,-1.86,10853.55,20.52118637308031,-0.6,6172.09,1196.89,-0.32,3341.0,0.05,26.87,43.69,158.76,-2.95,18.48468788330664,-4730000.0,-2.86,1.0,10919.59,-66.04,20.615702898846944,-80990000.0,-1.99,1.39,6191.42,-19.33,1200.68,-3.79,-1.77,1.45,3339.2,1.8,-1.76,1.81,29.71,-2.84,46.31,-2.62,-0.0042,0,0,Neutral
2020-09-14,155.15,18.321854400684217,-0.42,11056.65,20.597736628131806,1.87,6285.96,1205.24,0.7,3383.5,1.27,25.85,43.35,155.81,-0.66,18.439306217890998,-11290000.0,-1.86,1.44,10853.55,203.1,20.52118637308031,65000000.0,-0.6,2.47,6172.09,113.87,1196.89,8.35,-0.32,1.02,3341.0,42.5,0.05,1.22,26.87,-1.02,43.69,-0.34,0.0171,1,1,Positive
2020-09-15,157.81,18.202897811313424,1.71,11190.32,20.534535790779003,1.21,6363.08,1217.64,1.03,3401.2,0.52,25.59,42.53,155.15,2.66,18.321854400684217,-10160000.0,-0.42,2.13,11056.65,133.67,20.597736628131806,-54020000.0,1.87,-0.66,6285.96,77.12,1205.24,12.4,0.7,0.33,3383.5,17.7,1.27,-0.75,25.85,-0.26,43.35,-0.82,-0.0247,1,0,Negative
2020-09-16,153.91,18.32218550823836,-2.47,11050.47,20.643962856690408,-1.25,6291.72,1205.26,-1.02,3385.5,-0.46,26.04,45.48,157.81,-3.9,18.202897811313424,10190000.0,1.71,-4.18,11190.32,-139.85,20.534535790779003,95750000.0,1.21,-2.46,6363.08,-71.36,1217.64,-12.38,1.03,-2.05,3401.2,-15.7,0.52,-0.98,25.59,0.45,42.53,2.95,-0.0225,1,0,Negative
2020-09-17,150.44,18.675167919299646,-2.25,10910.28,20.658183168854404,-1.27,6241.33,1186.13,-1.59,3357.0,-0.84,26.46,46.45,153.91,-3.47,18.32218550823836,38360000.0,-2.47,0.22,11050.47,-140.19,20.643962856690408,13230000.0,-1.25,-0.02,6291.72,-50.39,1205.26,-19.13,-1.02,-0.57,3385.5,-28.5,-0.46,-0.38,26.04,0.42,45.48,0.97,-0.0179,1,0,Negative
2020-09-18,147.75,18.996451061981453,-1.79,10793.28,21.602892584863913,-1.07,6158.56,1169.0,-1.44,3319.5,-1.12,25.83,45.29,150.44,-2.69,18.675167919299646,48870000.0,-2.25,0.46,10910.28,-117.0,20.658183168854404,1473010000.0,-1.27,0.2,6241.33,-82.77,1186.13,-17.13,-1.59,0.15,3357.0,-37.5,-0.84,-0.28,26.46,-0.63,46.45,-1.16,0.0018,0,1,Neutral
2020-09-21,148.02,18.622478085419583,0.18,10778.94,20.743068465222983,-0.13,6163.56,1156.13,-1.1,3281.1,-1.16,27.78,48.28,147.75,0.27,18.996451061981453,-55490000.0,-1.79,1.97,10793.28,-14.34,21.602892584863913,-1390000000.0,-1.07,0.94,6158.56,5.0,1169.0,-12.87,-1.44,0.34,3319.5,-38.4,-1.12,-0.04,25.83,1.95,45.29,2.99,0.057,1,1,Positive
2020-09-22,156.45,18.749840603045737,5.7,10963.77,20.555793484184974,1.71,6258.87,1190.32,2.96,3315.6,1.05,26.86,48.13,148.02,8.43,18.622478085419583,16620000.0,0.18,5.52,10778.94,184.83,20.743068465222983,-174200000.0,-0.13,1.84,6163.56,95.31,1156.13,34.19,-1.1,4.06,3281.1,34.5,-1.16,2.21,27.78,-0.92,48.28,-0.15,-0.0413,1,0,Negative
2020-09-23,149.99,18.543340765533898,-4.13,10633.15,20.68494072366381,-3.02,6119.78,1163.66,-2.24,3236.9,-2.37,28.58,51.11,156.45,-6.46,18.749840603045737,-25930000.0,5.7,-9.83,10963.77,-330.62,20.555793484184974,116600000.0,1.71,-4.73,6258.87,-139.09,1190.32,-26.66,2.96,-5.2,3315.6,-78.7,1.05,-3.42,26.86,1.72,48.13,2.98,0.0067,0,1,Neutral
2020-09-24,150.99,18.521340236093952,0.67,10672.43,20.643616386353838,0.37,6146.82,1165.13,0.13,3246.6,0.3,28.51,51.56,149.99,1.0,18.543340765533898,-2460000.0,-4.13,4.8,10633.15,39.28,20.68494072366381,-38960000.0,-3.02,3.39,6119.78,27.04,1163.66,1.47,-2.24,2.37,3236.9,9.7,-2.37,2.67,28.58,-0.07,51.11,0.45,0.025,1,1,Positive
2020-09-25,154.76,18.340554710307316,2.5,10913.73,20.524827094489662,2.26,6267.17,1183.4,1.57,3298.5,1.6,26.38,49.58,150.99,3.77,18.521340236093952,-18290000.0,0.67,1.83,10672.43,241.3,20.643616386353838,-103430000.0,0.37,1.89,6146.82,120.35,1165.13,18.27,0.13,1.44,3246.6,51.9,0.3,1.3,28.51,-2.13,51.56,-1.98,0.0255,1,1,Positive
2020-09-28,158.7,18.252025389759346,2.55,11117.7,20.549412326033167,1.87,6395.29,1209.21,2.18,3351.6,1.61,26.19,49.14,154.76,3.94,18.340554710307316,-7820000.0,2.5,0.05,10913.73,203.97,20.524827094489662,20410000.0,2.26,-0.39,6267.17,128.12,1183.4,25.81,1.57,0.61,3298.5,53.1,1.6,0.01,26.38,-0.19,49.58,-0.44,-0.0092,0,0,Neutral
2020-09-29,157.24,18.06500531461816,-0.92,11085.42,20.453187899753054,-0.29,6394.8,1199.7,-0.79,3335.5,-0.48,26.27,49.11,158.7,-1.46,18.252025389759346,-14410000.0,2.55,-3.47,11117.7,-32.28,20.549412326033167,-77100000.0,1.87,-2.16,6395.29,-0.49,1209.21,-9.51,2.18,-2.97,3351.6,-16.1,1.61,-2.09,26.19,0.08,49.14,-0.03,0.0013,0,1,Neutral
2020-09-30,157.44,18.399661386940707,0.13,11167.68,20.743068465222983,0.74,6401.73,1207.69,0.67,3363.0,0.82,26.37,48.48,157.24,0.2,18.06500531461816,27850000.0,-0.92,1.05,11085.42,82.26,20.453187899753054,256680000.0,-0.29,1.03,6394.8,6.93,1199.7,7.99,-0.79,1.46,3335.5,27.5,-0.48,1.3,26.27,0.1,49.11,-0.63,0.023,1,1,Positive
2020-10-01,161.06,18.415065015223046,2.3,11326.61,20.553449760857827,1.42,6513.26,1226.01,1.52,3380.8,0.53,26.7,49.97,157.44,3.62,18.399661386940707,1520000.0,0.13,2.17,11167.68,158.93,20.743068465222983,-176180000.0,0.74,0.68,6401.73,111.53,1207.69,18.32,0.67,0.85,3363.0,17.8,0.82,-0.29,26.37,0.33,48.48,1.49,-0.0299,1,0,Negative
2020-10-02,156.25,18.53632817638622,-2.99,11075.11,20.51360597202412,-2.22,6341.8,1213.1,-1.05,3348.4,-0.96,27.63,51.68,161.06,-4.81,18.415065015223046,12820000.0,2.3,-5.29,11326.61,-251.5,20.553449760857827,-32960000.0,1.42,-3.64,6513.26,-171.46,1226.01,-12.91,1.52,-2.57,3380.8,-32.4,0.53,-1.49,26.7,0.93,49.97,1.71,0.0237,1,1,Positive
2020-10-05,159.96,18.13977566902289,2.37,11332.58,20.47649535628093,2.32,6491.05,1232.48,1.6,3408.6,1.8,27.96,51.02,156.25,3.71,18.53632817638622,-36750000.0,-2.99,5.36,11075.11,257.47,20.51360597202412,-29540000.0,-2.22,4.54,6341.8,149.25,1213.1,19.38,-1.05,2.65,3348.4,60.2,-0.96,2.76,27.63,0.33,51.68,-0.66,-0.031,1,0,Negative
2020-10-06,155.0,18.437931107187868,-3.1,11154.7,20.65746785742399,-1.57,6419.6,1206.24,-2.13,3360.9,-1.4,29.48,52.47,159.96,-4.96,18.13977566902289,26230000.0,2.37,-5.47,11332.58,-177.88,20.47649535628093,155000000.0,2.32,-3.89,6491.05,-71.45,1232.48,-26.24,1.6,-3.73,3408.6,-47.7,1.8,-3.2,27.96,1.52,51.02,1.45,0.0308,1,1,Positive
2020-10-07,159.78,18.272064731225857,3.08,11364.7,20.54285844816338,1.88,6545.5,1235.99,2.47,3419.4,1.74,28.06,50.25,155.0,4.78,18.437931107187868,-15550000.0,-3.1,6.18,11154.7,210.0,20.65746785742399,-101390000.0,-1.57,3.45,6419.6,125.9,1206.24,29.75,-2.13,4.6,3360.9,58.5,-1.4,3.14,29.48,-1.42,52.47,-2.22,-0.0016,0,0,Neutral
2020-10-08,159.53,17.966235469375476,-0.16,11421.08,20.38800287026349,0.5,6604.0,1241.47,0.44,3446.8,0.8,26.36,49.3,159.78,-0.25,18.272064731225857,-22710000.0,3.08,-3.24,11364.7,56.38,20.54285844816338,-119780000.0,1.88,-1.38,6545.5,58.5,1235.99,5.48,2.47,-2.03,3419.4,27.4,1.74,-0.94,28.06,-1.7,50.25,-0.95,0.0301,1,1,Positive
2020-10-09,164.33,18.402109368554378,3.01,11580.05,20.40823997533935,1.39,6709.67,1260.08,1.5,3477.1,0.88,25.0,46.62,159.53,4.8,17.966235469375476,34680000.0,-0.16,3.17,11421.08,158.97,20.38800287026349,14620000.0,0.5,0.89,6604.0,105.67,1241.47,18.61,0.44,1.06,3446.8,30.3,0.8,0.08,26.36,-1.36,49.3,-2.68,0.0476,1,1,Positive
2020-10-12,172.15,18.93517961906265,4.76,11876.36,20.53771908600064,2.56,6850.19,1287.14,2.15,3534.2,1.64,25.07,49.89,164.33,7.82,18.402109368554378,69120000.0,3.01,1.75,11580.05,296.31,20.40823997533935,100880000.0,1.39,1.17,6709.67,140.52,1260.08,27.06,1.5,0.65,3477.1,57.1,0.88,0.76,25.0,0.07,46.62,3.27,0.0002,0,1,Neutral
2020-10-13,172.18,18.559485715533526,0.02,11864.0,20.4076368638148,-0.1,6843.46,1287.57,0.03,3511.9,-0.63,26.07,50.27,172.15,0.03,18.93517961906265,-52390000.0,4.76,-4.74,11876.36,-12.36,20.53771908600064,-101320000.0,2.56,-2.66,6850.19,-6.73,1287.14,0.43,2.15,-2.12,3534.2,-22.3,1.64,-2.27,25.07,1.0,49.89,0.38,-0.0232,1,0,Negative
2020-10-14,168.19,18.574088299159477,-2.32,11768.83,20.362310317258874,-0.8,6817.79,1269.19,-1.43,3488.7,-0.66,26.4,53.22,172.18,-3.99,18.559485715533526,1690000.0,0.02,-2.34,11864.0,-95.17,20.4076368638148,-32320000.0,-0.1,-0.7,6843.46,-25.67,1287.57,-18.38,0.03,-1.46,3511.9,-23.2,-0.63,-0.03,26.07,0.33,50.27,2.95,-0.0075,0,0,Neutral
2020-10-15,166.93,18.464410516385815,-0.75,11713.97,20.309884479353194,-0.47,6785.69,1270.3,0.09,3483.3,-0.15,26.97,54.12,168.19,-1.26,18.574088299159477,-12110000.0,-2.32,1.57,11768.83,-54.86,20.362310317258874,-35600000.0,-0.8,0.33,6817.79,-32.1,1269.19,1.11,-1.43,1.52,3488.7,-5.4,-0.66,0.51,26.4,0.57,53.22,0.9,-0.0394,1,0,Negative
2020-10-19,160.36,18.464410516385815,-2.0,11478.98,20.442228308537803,-1.65,6687.58,1238.0,-1.57,3426.9,-1.63,29.18,56.18,166.93,-6.57,18.464410516385815,0.0,-0.75,-1.25,11713.97,-234.99,20.309884479353194,93590000.0,-0.47,-1.18,6785.69,-98.11,1270.3,-32.3,0.09,-1.66,3483.3,-56.4,-0.15,-1.48,26.97,2.21,54.12,2.06,0.0031,0,1,Neutral
2020-10-20,160.85,18.317429125229594,0.31,11516.49,20.387219511012365,0.33,6697.7,1246.19,0.66,3443.1,0.47,29.35,55.98,160.36,0.49,18.464410516385815,-14280000.0,-2.0,2.31,11478.98,37.51,20.442228308537803,-40410000.0,-1.65,1.98,6687.58,10.12,1238.0,8.19,-1.57,2.23,3426.9,16.2,-1.63,2.1,29.18,0.17,56.18,-0.2,-0.0099,0,0,Neutral
2020-10-21,159.25,18.335667380512724,-0.99,11484.69,20.440703968515727,-0.28,6680.45,1238.34,-0.63,3435.6,-0.22,28.65,53.96,160.85,-1.6,18.317429125229594,1660000.0,0.31,-1.3,11516.49,-31.8,20.387219511012365,39260000.0,0.33,-0.61,6697.7,-17.25,1246.19,-7.85,0.66,-1.29,3443.1,-7.5,0.47,-0.69,29.35,-0.7,55.98,-2.02,-0.0027,0,0,Neutral
2020-10-22,158.82,18.24918043766084,-0.27,11506.01,20.435797076408694,0.19,6652.92,1238.94,0.05,3453.5,0.52,28.11,51.65,159.25,-0.43,18.335667380512724,-7610000.0,-0.99,0.72,11484.69,21.32,20.440703968515727,-3690000.0,-0.28,0.47,6680.45,-27.53,1238.34,0.6,-0.63,0.68,3435.6,17.9,-0.22,0.74,28.65,-0.54,53.96,-2.31,0.0088,0,1,Neutral
2020-10-23,160.22,18.054388285342444,0.88,11548.28,20.304046574126357,0.37,6659.53,1249.95,0.89,3465.4,0.34,27.55,51.27,158.82,1.4,18.24918043766084,-14910000.0,-0.27,1.15,11506.01,42.27,20.435797076408694,-92600000.0,0.19,0.18,6652.92,6.61,1238.94,11.01,0.05,0.84,3453.5,11.9,0.52,-0.18,28.11,-0.56,51.65,-0.38,0.0008,0,1,Neutral
2020-10-26,160.35,18.586364668066437,0.08,11358.94,20.353592494383566,-1.64,6524.52,1232.0,-1.44,3401.0,-1.86,32.46,55.05,160.22,0.13,18.054388285342444,48690000.0,0.88,-0.8,11548.28,-189.34,20.304046574126357,33400000.0,0.37,-2.01,6659.53,-135.01,1249.95,-17.95,0.89,-2.33,3465.4,-64.4,0.34,-2.2,27.55,4.91,51.27,3.78,0.0248,1,1,Positive
2020-10-27,164.32,18.267762649179947,2.48,11431.35,20.332221252978,0.64,6531.36,1239.06,0.57,3390.7,-0.3,33.35,51.92,160.35,3.97,18.586364668066437,-32200000.0,0.08,2.4,11358.94,72.41,20.353592494383566,-14610000.0,-1.64,2.28,6524.52,6.84,1232.0,7.06,-1.44,2.01,3401.0,-10.3,-1.86,1.56,32.46,0.89,55.05,-3.13,-0.0376,1,0,Negative
2020-10-28,158.14,18.531953755308738,-3.76,11004.87,20.568423252308214,-3.73,6307.99,1197.42,-3.36,3271.0,-3.53,40.28,55.3,164.32,-6.18,18.267762649179947,25950000.0,2.48,-6.24,11431.35,-426.48,20.332221252978,180200000.0,0.64,-4.37,6531.36,-223.37,1239.06,-41.64,0.57,-3.93,3390.7,-119.7,-0.3,-3.23,33.35,6.93,51.92,3.38,0.0152,1,1,Positive
2020-10-29,160.55,18.697782044439737,1.52,11185.59,20.413024542640407,1.64,6437.22,1208.3,0.91,3310.1,1.2,37.59,50.72,158.14,2.41,18.531953755308738,20160000.0,-3.76,5.28,11004.87,180.72,20.568423252308214,-123280000.0,-3.73,5.37,6307.99,129.23,1197.42,10.88,-3.36,4.27,3271.0,39.1,-3.53,4.73,40.28,-2.69,55.3,-4.58,-0.0544,1,0,Negative
2020-10-30,151.81,18.938998239431868,-5.44,10911.59,20.588522282521957,-2.45,6320.77,1172.03,-3.0,3270.0,-1.21,38.02,48.93,160.55,-8.74,18.697782044439737,35990000.0,1.52,-6.96,11185.59,-274.0,20.413024542640407,140670000.0,1.64,-4.09,6437.22,-116.45,1208.3,-36.27,0.91,-3.91,3310.1,-40.1,1.2,-2.41,37.59,0.43,50.72,-1.79,-0.0105,0,0,Neutral
2020-11-02,150.22,18.79327825532434,-1.05,10957.61,20.388897387212882,0.42,6346.76,1175.56,0.3,3310.2,1.23,37.13,47.33,151.81,-1.59,18.938998239431868,-22770000.0,-5.44,4.39,10911.59,46.02,20.588522282521957,-158150000.0,-2.45,2.87,6320.77,25.99,1172.03,3.53,-3.0,3.3,3270.0,40.2,-1.21,2.44,38.02,-0.89,48.93,-1.6,0.0146,0,1,Neutral
2020-11-03,152.42,18.40006980025649,1.46,11160.57,20.381535803705535,1.85,6473.67,1199.38,2.03,3369.2,1.78,35.55,45.95,150.22,2.2,18.79327825532434,-47190000.0,-1.05,2.51,10957.61,202.96,20.388897387212882,-5250000.0,0.42,1.43,6346.76,126.91,1175.56,23.82,0.3,1.73,3310.2,59.0,1.23,0.55,37.13,-1.58,47.33,-1.38,0.0632,1,1,Positive
